row_id	claim_id	occurrence_id	citation_key	work	claim_type	affirmation_pt	source_excerpt	section	paragraph	reconciliation_status	prior_row_id	current_source_sha256	source_path	queue_status	claim_row_sha256	bibliography_entry_sha256	source_type	worker_prompt_path	worker_prompt_sha256	worker_task_name
ROW-CUR-0043	CLM-CUR-033	CIT-CUR-011	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE foi desenvolvido no âmbito do Banco Interamericano de Desenvolvimento.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	2.3 Índices de exposição à IA na literatura	4	REAUDITED_TEXT_CHANGED	ROW-0046	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	references/pdfs/benitez_mirror_2024.pdf	COMPLETED	cbbe50ccdb4c2190547c16394f58c21027099f2641c2d1c06385edb4fdd359a0	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	source_build/prompts/ROW-CUR-0043.md	c3503d23e78b09a825439738021fbf217a37e4af027f7f956a2e0c5dbc0e24f3	current_claim_row_0043
ROW-CUR-0044	CLM-CUR-034	CIT-CUR-011	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE se apoia na taxonomia O*NET.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	2.3 Índices de exposição à IA na literatura	4	REAUDITED_TEXT_CHANGED	ROW-0047	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	references/pdfs/benitez_mirror_2024.pdf	COMPLETED	9e9baa70c21f35661b875116b638d99b6a00d7bd957059dae5afb85b54e73840	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	source_build/prompts/ROW-CUR-0044.md	75096176fd97152902d72920fb361d6d907b90b6228a91f27c96d62129f7e290	current_claim_row_0044
ROW-CUR-0045	CLM-CUR-035	CIT-CUR-011	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE alterou o prompt em relação à avaliação de tarefas isoladas.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	2.3 Índices de exposição à IA na literatura	4	REAUDITED_TEXT_CHANGED	ROW-0048	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	references/pdfs/benitez_mirror_2024.pdf	COMPLETED	1d5d7457492d18187c95eb6c3fdede81789b6e712658480e89788cd73271aa51	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	source_build/prompts/ROW-CUR-0045.md	4826d2c6ad04ac0e404bab057103714d5ab8d56b197cb6df4226c4cea56460aa	current_claim_row_0045
ROW-CUR-0046	CLM-CUR-036	CIT-CUR-011	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O GENOE fornece ao modelo o nome, o conjunto de tarefas e as implicações sociais da ocupação.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	2.3 Índices de exposição à IA na literatura	4	REAUDITED_TEXT_CHANGED	ROW-0049	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	references/pdfs/benitez_mirror_2024.pdf	COMPLETED	29c09123be95ad73fd10c3efa4a53f39545308f8f4e69225e81485657800c3be	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	source_build/prompts/ROW-CUR-0046.md	8824fabdf26c03cebd3ae5ec5f34591124bef9e5d94108a539760b7fe4b36076	current_claim_row_0046
ROW-CUR-0047	CLM-CUR-037	CIT-CUR-011	benitez_mirror_2024	Mirror, Mirror on the Wall: Which Jobs Will AI Replace After All?: A New Index of Occupational Exposure	DIRECT	O uso do contexto completo da ocupação permite ao GENOE realizar uma avaliação mais holística.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	2.3 Índices de exposição à IA na literatura	4	REAUDITED_TEXT_CHANGED	ROW-0050	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	references/pdfs/benitez_mirror_2024.pdf	COMPLETED	975b399a43b5bafac216e5bab8db083e526049f448706d8a23a189f458ec6a7f	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	source_build/prompts/ROW-CUR-0047.md	b88b5368222c3f18f08b1c4c0280bdb6df074430751c036e5dd9b9a4a0d1f04d	current_claim_row_0047
ROW-CUR-0054	CLM-CUR-044	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index foi desenvolvido pela Organização Internacional do Trabalho.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0057	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	2404810c0ec55ef981c7d5a259c5664792c72683e78c2d59695d56824eabcf45	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0054.md	a8f84b86517658910f2da076b17b9b2aead846a8637b14450d5cb5092a962a96	current_claim_row_0054
ROW-CUR-0055	CLM-CUR-045	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é apresentado como o único índice estruturado na ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0058	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	3ebe5be618eb309864a1e775196f079ba808ef0f6d344dbe71e125a4a27d7717	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0055.md	d61c8b7b9ae6168b671a262d6cdbea9821752a25e3fe1b3d02933ff7da87c25d	current_claim_row_0055
ROW-CUR-0056	CLM-CUR-046	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 é apresentada como a classificação ocupacional internacional da ONU.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0059	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	1aa01e7ab8993679ada23a081145009722f0a040d656c4849d60e81980c8c6d4	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0056.md	13f3e12677e9356f31090b968dc8dbe6d3cb93fa92d04ee852ff5779c9e6bcb2	current_claim_row_0056
ROW-CUR-0057	CLM-CUR-047	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 usada no ILO Global Index é complementada por uma taxonomia polonesa de seis dígitos.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0060	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	f43681e65b0d249b9242c897f0f7c570dea05d14121d0cf4f1cc8707593700bc	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0057.md	052e033f635d2ed0ac751cb72ab9e31a3fbb438b9a52829da6e4c23c10d2d9ca	current_claim_row_0057
ROW-CUR-0058	CLM-CUR-048	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A classificação do ILO Global Index combina validação humana e modelos de linguagem em três camadas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0061	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	d8c7c473f91bdfaae39779a8bc0a933046dcdf1ef0bb69e33fa0b035eac2e3be	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0058.md	0302b871c6d1055141b5de0096ec4e7cfac06328bd9454e74cf87660a178eeeb	current_claim_row_0058
ROW-CUR-0059	CLM-CUR-049	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, 1.640 trabalhadores avaliaram tarefas de sua própria área.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0062	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	71050a557c7a875ff62b521590167bda6f96aaca8d70048292ab3ea3ad93d98f	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0059.md	53a5bb1beced4e2d7936be87b97c4ee022ac951903f5a427bd9f41b3b14859f6	current_claim_row_0059
ROW-CUR-0060	CLM-CUR-050	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, um painel de especialistas revisou um subconjunto de tarefas para avaliar a viabilidade prática da automação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0063	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	aa4d153ea695fc7dd079d48cd6ce5af121d848635375b9c88d79b5e193b3fd2d	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0060.md	f957e37c7d3c6827a66ccb20c9b0e6ace38b6d451bd555e833bfd9823e27866b	current_claim_row_0060
ROW-CUR-0061	CLM-CUR-051	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0064	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	4931969af572ed402cb28565989aaf5ec945811b0b5ef29a5c0dad3a6649eca2	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0061.md	06fddcefe31d255b6f31e618a6cdf0b379d825e5a34efb15d914243f06ad4d77	current_claim_row_0061
ROW-CUR-0062	CLM-CUR-052	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O gabarito validado por humanos foi usado para escalar a classificação a 3.265 tarefas da ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	REAUDITED_TEXT_CHANGED	ROW-0065	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	94bd1305499ae9d267005232e60a79e13f6dbb5b0b208e504ce50f044e7e7bf3	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0062.md	8061e55c4c93911a429a3f2a84646e73e2acfc123ffdf16dc2a9a0ad09369088	current_claim_row_0062
ROW-CUR-0063	CLM-CUR-053	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index combina a média das pontuações das tarefas de cada ocupação com seu desvio-padrão.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	AUDITED_NEW		9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	857ea4a2484bca6ba0d0265b9349ccf6b39571fdc0f87f9d6c58ae359d105017	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0063.md	2214b0849e786a453fce4d4b30972111e093b4bedfde120283a62e23888f4711	current_claim_row_0063
ROW-CUR-0064	CLM-CUR-054	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, o desvio-padrão mede a dispersão da exposição entre as tarefas da ocupação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	AUDITED_NEW		9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	a417944686a6a1a7b578e6b669bb7acff903eef14e8e6c0c57485052abb6421c	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0064.md	4b705cc5c8202f61a30ec2fadacdb9c2afb99b60b0a95792a98183b25ce24e41	current_claim_row_0064
ROW-CUR-0065	CLM-CUR-055	CIT-CUR-013	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A combinação de média e desvio-padrão classifica as ocupações pelo nível e pela variabilidade da exposição potencial.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	AUDITED_NEW		9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	b9b9542f8909b76863f3e313edda29a3a28d90813f44bb8f3a0b267a3c8999d3	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0065.md	24550dc0d2dd8971cfe334834f696b59797dd692f25a6d0c843fddd3a66dd266	current_claim_row_0065
ROW-CUR-0066	CLM-CUR-056	CIT-CUR-014	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index não prevê quais profissões serão preservadas ou extintas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	2.3 Índices de exposição à IA na literatura	6	AUDITED_NEW		9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	references/pdfs/gmyrek_generative_2025.pdf	COMPLETED	68944f49fc11c2b310fa9c158b0ad3ced75759fd01ade7308063b97a534b1de9	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	source_build/prompts/ROW-CUR-0066.md	a59c5de6d084f6437e5685222fa06a6890b9f74ef1d9e89f0860955b52cab17c	current_claim_row_0066
