claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages
CLM-038	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O uso do contexto completo da ocupação permite ao GENOE realizar uma avaliação mais holística.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística.		
CLM-039	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	AUTHOR_INFERENCE	A abordagem holística do GENOE permite capturar diferenças sociais e institucionais entre ocupações com tarefas informacionais semelhantes.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.		
CLM-040	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	AUTHOR_INFERENCE	No exemplo apresentado, o peso ético do papel do juiz reduz sua exposição à IA em comparação com a de um analista de crédito.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.		
CLM-041	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index utiliza dados reais de uso dos modelos da Anthropic.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.		
CLM-042	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	O Anthropic Economic Index substitui uma classificação binária por dimensões econômicas.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.		
CLM-043	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	No Anthropic Economic Index, autonomia mede o grau em que o usuário delega a decisão ao modelo.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.		
CLM-044	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	O Anthropic Economic Index incorpora a taxa de sucesso da tarefa como dimensão econômica.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.		
CLM-045	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index foi desenvolvido pela Organização Internacional do Trabalho.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.		
CLM-046	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é apresentado como o único índice estruturado na ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.		
CLM-047	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 é apresentada como a classificação ocupacional internacional da ONU.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.		
CLM-048	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 usada no ILO Global Index é complementada por uma taxonomia polonesa de seis dígitos.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.		
CLM-049	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A classificação do ILO Global Index combina validação humana e modelos de linguagem em três camadas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.		
CLM-050	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, 1.640 trabalhadores avaliaram tarefas de sua própria área.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.		
CLM-051	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, um painel de especialistas revisou um subconjunto de tarefas para avaliar a viabilidade prática da automação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.		
CLM-052	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.		
CLM-053	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O gabarito validado por humanos foi usado para escalar a classificação a 3.265 tarefas da ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08.		
CLM-054	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index incorpora a média das tarefas de cada ocupação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.		
CLM-055	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index incorpora o desvio padrão das tarefas como medida de variância.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.		
CLM-056	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A combinação de média e desvio padrão pretende distinguir profissões profundamente transformadas daquelas que tenderiam a ser preservadas ou extintas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.		
CLM-057	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure utiliza a taxonomia ocupacional americana O*NET/SOC.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-058	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure usa um modelo de linguagem para avaliar tarefas individualmente.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-059	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	A avaliação do GPT Exposure foi validada contra humanos.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-060	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure adota um critério categórico baseado em redução de 50% do tempo da tarefa.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-061	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O pioneirismo metodológico é apresentado como uma vantagem do GPT Exposure.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-062	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	A validação humana inicial é apresentada como uma vantagem do GPT Exposure.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-063	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure utiliza dados sintéticos.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-064	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure é apresentado como não validado por profissionais.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-065	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	A taxonomia americana do GPT Exposure exige um crosswalk adicional para aplicação no Brasil.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-066	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	AUTHOR_INFERENCE	O GPT Exposure exerce o papel de referência conceitual nesta dissertação.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual		
CLM-067	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE utiliza a taxonomia ocupacional americana O*NET/SOC.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-068	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE fornece ao modelo de linguagem o contexto completo da ocupação para uma avaliação holística.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-069	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE é apresentado como sensível a barreiras sociais e institucionais.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-070	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE utiliza dados sintéticos.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-071	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE é apresentado como não validado por profissionais.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-072	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	A base ocupacional do GENOE é americana.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-073	CIT-015	2.3 Índices de exposição à IA na literatura	6	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	AUTHOR_INFERENCE	O GENOE é utilizado apenas como índice de comparação nesta dissertação.	GENOE (Benítez; Parrado, 2024) | O*NET / SOC (EUA) | LLM com contexto completo da ocupação (avaliação holística) | Sensível a barreiras sociais e institucionais | Dados sintéticos, sem validação por profissionais; base americana | Comparação		
CLM-074	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index utiliza dados reais de uso.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-075	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index utiliza a estrutura ocupacional americana O*NET/SOC.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-076	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index classifica o uso por dimensões de autonomia e taxa de sucesso.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-077	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index distingue automação de complementaridade.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-078	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index apresenta viés de amostragem por observar apenas usuários de modelos específicos.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-079	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	A base do Anthropic Economic Index é americana.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-080	CIT-016	2.3 Índices de exposição à IA na literatura	6	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	O Anthropic Economic Index é utilizado apenas como índice de comparação nesta dissertação.	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementariedade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação		
CLM-081	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index utiliza a classificação ocupacional internacional ISCO-08.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-082	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index utiliza validação em três camadas formada por trabalhadores, especialistas e modelos de linguagem.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-083	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A classificação validada do ILO Global Index é escalada por modelos de linguagem.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-084	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index incorpora a média e o desvio padrão das tarefas.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-085	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A robustez metodológica é apresentada como uma vantagem do ILO Global Index.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-086	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 confere comparabilidade internacional ao ILO Global Index.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-087	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	Por ser global, o ILO Global Index pode não captar especificidades brasileiras.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-088	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	Aplicar o ILO Global Index ao Brasil exige um crosswalk com COD e CBO.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-089	CIT-017	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index é o índice principal desta dissertação.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Robustez metodológica e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal		
CLM-090	CIT-018	2.4 Escolha do índice da OIT e adaptação às bases brasileiras	1	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A dissertação adota o ILO Global Index como medida principal de exposição ocupacional à inteligência artificial.	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à inteligência artificial.		
