issue_id	row_id	claim_id	citation_key	occurrence_id	issue_code	severity	claim_as_written_pt	source_supports_pt	mismatch_explanation_pt	printed_pages	pdf_page_indices	source_locator	evidence_path	recommended_revision_pt	needs_new_source	recommended_action
ISS-ROW-0041-01	ROW-0041	CLM-029	eloundou_gpts_2023	CIT-010	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	O GPT Exposure foi o primeiro índice a usar a própria IA para avaliar tarefas.	O working paper apresenta uma rubrica nova e um método que usa o GPT-4 para avaliar tarefas, complementando a pontuação humana.	A fonte comprova o uso do GPT-4 na avaliação de tarefas e reivindica novidade metodológica, mas não estabelece que esse foi historicamente o primeiro índice da literatura. A prioridade absoluta exige evidência comparativa externa.	N/A (PDF sem numeração impressa)	2, 6	Introduction, paragraph proposing the exposure rubric; Section 2.2, final paragraph before Section 3	evidence_pages/ROW-0041.pdf	Substituir por: 'A medida de exposição de Eloundou et al. (2023) empregou o próprio GPT-4 como classificador de tarefas, em complemento às avaliações humanas.' Se for indispensável manter 'foi o primeiro', acrescentar uma fonte comparativa independente que demonstre essa prioridade.	true	NARROW_CLAIM
ISS-ROW-0043-01	ROW-0043	CLM-031	eloundou_gpts_2023	CIT-010	WRONG_MAGNITUDE	MAJOR	A concordância da avaliação do GPT Exposure com anotadores humanos foi superior a 80%.	Na comparação principal GPT-4, Rubric 1; Human, a Tabela 2 registra concordância de 80,8% para α, 65,6% para β e 82,1% para ζ.	A afirmação transforma resultados específicos de duas medidas em uma taxa geral superior a 80%, embora a medida β tenha concordância de apenas 65,6%. A magnitude, portanto, depende da medida de exposição e não pode ser generalizada sem qualificação.	sem paginação impressa (Tabela 2)	8	Section 3.3 (Exposure), Table 2	evidence_pages/ROW-0043.pdf	Na comparação principal entre classificações do GPT-4 e anotações humanas, a concordância foi de 80,8% para α e 82,1% para ζ, mas de 65,6% para β.	false	NARROW_CLAIM
ISS-ROW-0049-01	ROW-0049	CLM-037	benitez_mirror_2024	CIT-011	MISATTRIBUTED_METHOD	MAJOR	O GENOE fornece ao modelo o nome, o conjunto de tarefas e as implicações sociais da ocupação.	A especificação de base fornece ao modelo o nome da ocupação e um vetor de tarefas; fatores éticos, regulatórios e sociais são considerados implicitamente pelo modelo ou explicitamente induzidos em especificações alternativas.	A afirmação transforma a consideração implícita de fatores sociais em um terceiro elemento fornecido ao modelo. A fonte identifica apenas o nome e o vetor de tarefas como entradas da especificação de base e trata a instrução explícita sobre fatores éticos e sociais como uma variante metodológica.	pp. 14–15	18–19	Section 3.3, Alternative Methodologies, baseline specification and Ethical Emphasis/Exclusion Index discussion	evidence_pages/ROW-0049.pdf	Substituir por: “Na especificação de base, o GENOE fornece ao modelo o nome da ocupação e um vetor de tarefas; considerações éticas, regulatórias e sociais podem ser incorporadas implicitamente pelo modelo e são explicitamente induzidas apenas em uma especificação alternativa.”	false	REWRITE_CLAIM
ISS-ROW-0054-01	ROW-0054	CLM-042	appel_anthropic_2026	CIT-012	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	O Anthropic Economic Index substitui uma classificação binária por dimensões econômicas.	A fonte sustenta que esta edição acrescenta cinco primitivas econômicas, incluindo autonomia e sucesso da tarefa, aos padrões de colaboração automação/augmentação já medidos.	O verbo 'substitui' inverte a relação metodológica descrita. A fonte afirma que as novas primitivas são adicionadas para além da distinção já medida, não que essa distinção foi eliminada ou trocada.	pp. 19–21	19–21	Chapter 2, 'Dimensions of AI use that matter for economic impacts', Table 2.1, pp. 19–21	evidence_pages/ROW-0054.pdf	O Anthropic Economic Index amplia suas métricas de uso: além dos padrões de colaboração (automação/augmentação), acrescenta cinco primitivas econômicas, entre elas autonomia da IA e sucesso da tarefa.	false	REWRITE_CLAIM
ISS-ROW-0058-01	ROW-0058	CLM-046	gmyrek_generative_2025	CIT-013	GENERALIZATION_OVERCLAIM	MAJOR	O ILO Global Index é apresentado como o único índice estruturado na ISCO-08.	A fonte sustenta que o índice da OIT usa descrições de tarefas da ISCO-08, combina esse referencial com a classificação polonesa de seis dígitos e volta a gerar escores para as tarefas da ISCO-08. Também afirma que a maioria dos estudos baseados em tarefas se concentra nos Estados Unidos por causa da O*NET.	Dizer que a maioria dos estudos usa a O*NET não equivale a afirmar que nenhum outro índice usa a ISCO-08. A fonte não emprega linguagem de exclusividade nem apresenta uma comparação exaustiva capaz de sustentar ‘único’.	pp. 9, 11, 14	12, 14, 17	Introdução (p. 9); seção 1, ‘Task-based approaches to automation in the literature’ (p. 11); seção 3.1, ‘Initial Algorithmic predictions’ (p. 14)	evidence_pages/ROW-0058.pdf	Remover a exclusividade e escrever: ‘O ILO Global Index parte das tarefas da ISCO-08 e combina esse referencial com a classificação ocupacional polonesa de seis dígitos.’ Se for indispensável manter ‘único’, acrescentar uma fonte comparativa que avalie exaustivamente os demais índices.	true	NARROW_CLAIM
ISS-ROW-0059-01	ROW-0059	CLM-047	gmyrek_generative_2025	CIT-013	PARTIAL_SCOPE	MINOR	A ISCO-08 é apresentada como a classificação ocupacional internacional da ONU.	A fonte define ISCO-08 como ‘International Standard Classification of Occupations (2008 version)’, descreve-a como padrão internacional comum e, separadamente, identifica a OIT como agência das Nações Unidas.	A fonte não diz que a ISCO-08 seja ‘da ONU’ nem declara que a OIT ou a ONU seja sua autora, emissora ou mantenedora. Assim, a natureza internacional e ocupacional está apoiada, mas a atribuição institucional direta não está.	p. 7; p. 46; contracapa sem numeração	10, 49, 76	Acronyms, verbete ‘ISCO-08’ (p. 7); Conclusion, terceiro parágrafo (p. 46); declaração institucional na contracapa	evidence_pages/ROW-0059.pdf	Reescrever como ‘a Classificação Internacional Uniforme de Ocupações (versão de 2008), usada como padrão internacional comum’. Se a atribuição institucional for necessária, acrescentar uma fonte primária da OIT que identifique explicitamente a autoria ou manutenção da ISCO-08.	true	ADD_SOURCE
ISS-ROW-0068-01	ROW-0068	CLM-056	gmyrek_generative_2025	CIT-013	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	A combinação de média e desvio padrão pretende distinguir profissões profundamente transformadas daquelas que tenderiam a ser preservadas ou extintas.	A fonte sustenta que a média e o desvio-padrão dos escores das tarefas classificam ocupações por nível e variabilidade da exposição potencial à GenAI.	A afirmação converte gradientes de exposição potencial em uma previsão de transformação, preservação ou extinção de profissões. A fonte não apresenta essa finalidade nem prevê extinção; ao contrário, ressalva que exposição não equivale a impacto efetivo no emprego.	pp. 37–38, 44	40–41, 47	Section 8, Figure 16 and Table 5; Section 10, interpretive caution on exposure versus employment effects	evidence_pages/ROW-0068.pdf	A combinação da média e do desvio-padrão dos escores das tarefas distingue ocupações segundo o nível e a variabilidade da exposição à GenAI, do risco mais alto e consistente à exposição mínima ou inexistente; o índice mede exposição potencial, não preservação ou extinção de profissões.	false	REWRITE_CLAIM
ISS-ROW-0074-01	ROW-0074	CLM-062	eloundou_gpts_2023	CIT-014	MISATTRIBUTED_METHOD	MAJOR	A validação humana inicial é apresentada como uma vantagem do GPT Exposure.	A fonte usa anotações humanas e classificações do GPT-4, ajusta o prompt para concordar melhor com rótulos humanos e compara os resultados, mas não trata os rótulos humanos como padrão-ouro nem chama esse arranjo de vantagem.	A afirmação converte uma comparação interna entre fontes de anotação em ‘validação humana’ e atribui à fonte um juízo favorável de ‘vantagem’. Os autores dizem que nenhuma fonte é ground truth, reconhecem limitações dos anotadores e indicam a validação ocupacional como trabalho futuro.	pp. 8–9	8–9	Table 2; ‘Human Ratings’ and ‘GPT-4 Ratings’ bullets; Section 3.4, ‘Limitations of our methodology’	evidence_pages/ROW-0074.pdf	O GPT Exposure combina anotações humanas e classificações do GPT-4 e reporta a concordância entre elas; os autores, porém, não tratam nenhuma fonte como ground truth e apontam como trabalho futuro a validação por trabalhadores ou especialistas nas ocupações.	false	REWRITE_CLAIM
ISS-ROW-0075-01	ROW-0075	CLM-063	eloundou_gpts_2023	CIT-014	MISATTRIBUTED_METHOD	MAJOR	O GPT Exposure utiliza dados sintéticos.	A fonte informa que o índice usa descrições de tarefas e atividades do O*NET, dados do BLS/CPS e duas fontes de anotação: avaliadores humanos e classificações geradas pelo GPT-4.	A fonte não caracteriza os dados do GPT Exposure como sintéticos. Sua única menção a geradores de dados sintéticos descreve uma capacidade geral de LLMs, não o método do estudo. Aplicar esse rótulo sem qualificação confunde classificações geradas por modelo com os dados ocupacionais subjacentes e omite a participação das anotações humanas.	Sem paginação impressa	5–6, 8–9	Sections 2.1 and 3.1–3.4.3; physical PDF pages 5–6 and 8–9 (no printed page numbers)	evidence_pages/ROW-0075.pdf	O GPT Exposure combina dados ocupacionais do O*NET e dados do BLS/CPS com anotações humanas e classificações geradas pelo GPT-4.	false	REWRITE_CLAIM
ISS-ROW-0076-01	ROW-0076	CLM-064	eloundou_gpts_2023	CIT-014	GENERALIZATION_OVERCLAIM	MINOR	O GPT Exposure é apresentado como não validado por profissionais.	A fonte relata rotulagem pelos autores, anotadores humanos experientes e comparação das classificações do GPT-4 com rótulos humanos, mas reconhece que os anotadores não eram ocupacionalmente diversos e que a validação por trabalhadores ou especialistas das ocupações ficou para pesquisa futura.	Sem qualificar quais profissionais, a frase pode negar toda validação humana ou profissional, o que contraria a descrição metodológica. A limitação efetivamente documentada é mais estreita: ausência de validação sistemática por trabalhadores ou especialistas das ocupações avaliadas.	sem paginação impressa (páginas físicas 8–9)	8–9	Sections 3.3 (Human Ratings) and 3.4.1/3.4.3 (Subjective human judgments; Lack of expertise and task interpretation), Table 2 and footnote 5	evidence_pages/ROW-0076.pdf	O GPT Exposure contou com rotulagem e comparação humanas, mas não foi validado sistematicamente por trabalhadores ou especialistas das ocupações avaliadas.	false	NARROW_CLAIM
ISS-ROW-0077-01	ROW-0077	CLM-065	eloundou_gpts_2023	CIT-014	MISSING_EVIDENCE	MAJOR	A taxonomia americana do GPT Exposure exige um crosswalk adicional para aplicação no Brasil.	A fonte sustenta que a análise usa O*NET 27.2, dados do BLS/CPS e um crosswalk recomendado pelo BLS, todos no contexto ocupacional dos EUA.	O crosswalk descrito na fonte liga o conjunto de tarefas e atividades do O*NET aos dados demográficos do BLS/CPS; não é um crosswalk entre classificações dos EUA e do Brasil. A fonte não menciona o Brasil, não identifica uma classificação ocupacional brasileira e não estabelece a exigência afirmada.	sem paginação impressa (PDF p. 6)	6	Sections 3.1–3.2, ‘Data on Activities and Tasks Performed by Occupation in the US’ and ‘Data on Wages, Employment, and Demographics’	evidence_pages/ROW-0077.pdf	Apresentar a necessidade de compatibilização como inferência do autor: ‘Como o índice foi construído com O*NET e dados ocupacionais dos EUA, sua aplicação ao Brasil exigiria compatibilização com a classificação ocupacional brasileira.’ Acrescentar uma fonte específica sobre essa classificação e o procedimento de correspondência, sem atribuir essa exigência diretamente a Eloundou et al. (2023).	true	ADD_SOURCE
ISS-ROW-0078-01	ROW-0078	CLM-066	eloundou_gpts_2023	CIT-014	AUTHOR_INFERENCE_UNSUPPORTED	MINOR	O GPT Exposure exerce o papel de referência conceitual nesta dissertação.	Eloundou et al. propõem uma rubrica para fornecer um framework de compreensão e definem exposure como proxy do impacto econômico potencial.	O artigo fundamenta o conteúdo do conceito, mas não contém informação capaz de comprovar a função interna que esse conceito desempenha na dissertação. A expressão ‘nesta dissertação’ identifica uma decisão autoral, não uma proposição verificável na fonte citada.	Sem numeração impressa	2	Section 1, Introduction, paragraph beginning ‘To complement predictions…’	evidence_pages/ROW-0078.pdf	Nesta dissertação, adota-se a definição de exposição proposta por Eloundou et al. (2023) como referência conceitual.	false	REWRITE_CLAIM
ISS-ROW-0083-01	ROW-0083	CLM-071	benitez_mirror_2024	CIT-015	MISATTRIBUTED_METHOD	MAJOR	O GENOE é apresentado como não validado por profissionais.	A fonte sustenta que o GENOE foi construído exclusivamente com avaliações sintéticas do ChatGPT e que sua validação consistiu em testes de robustez e em replicar o AIOE substituindo avaliações humanas por avaliações sintéticas.	A redação transforma a ausência de uma validação humana direta relatada em uma afirmação categórica atribuída à fonte. Os autores não apresentam o GENOE como 'não validado'; ao contrário, descrevem seus exercícios como validação da metodologia, embora não relatem validação direta do GENOE por profissionais humanos.	pp. 4, 6	8, 10	Introduction, p. 4; Section 2 (Data and Methodology), p. 6	evidence_pages/ROW-0083.pdf	O GENOE foi construído exclusivamente com avaliações sintéticas do ChatGPT-4o; os autores avaliam sua consistência por testes de robustez e pela replicação de um índice baseado em avaliações humanas, sem relatar uma validação direta do GENOE por especialistas humanos.	false	REWRITE_CLAIM
ISS-ROW-0085-01	ROW-0085	CLM-073	benitez_mirror_2024	CIT-015	AUTHOR_INFERENCE_UNSUPPORTED	MINOR	O GENOE é utilizado apenas como índice de comparação nesta dissertação.	A fonte apresenta o GENOE como um novo índice de exposição ocupacional e explica sua finalidade e metodologia.	A fonte confirma a natureza do GENOE, mas não pode comprovar como a dissertação decidiu utilizá-lo nem sustentar o restritivo 'apenas'. Essa parte é uma declaração autoral sobre o desenho da própria dissertação.	p. 1	5	Introduction, p. 1, segundo parágrafo	evidence_pages/ROW-0085.pdf	Nesta dissertação, o GENOE é incluído apenas como referência comparativa; trata-se de uma opção do desenho analítico, e não de uma conclusão atribuída a Benítez e Parrado (2024).	false	REWRITE_CLAIM
ISS-ROW-0090-01	ROW-0090	CLM-078	appel_anthropic_2026	CIT-016	GENERALIZATION_OVERCLAIM	MAJOR	O Anthropic Economic Index apresenta viés de amostragem por observar apenas usuários de modelos específicos.	A fonte sustenta que os dados se restringem a amostras de conversas do Claude.ai Free, Pro e Max e de transcritos da API first-party; também reconhece seleção das tarefas que usuários levam ao Claude.	A fonte não classifica a restrição ao ecossistema Claude como viés de amostragem. O efeito de seleção que ela explicita decorre da escolha de tarefas pelos usuários e pode elevar as taxas de sucesso observadas. Atribuir o viés à observação de usuários de modelos específicos exige definir uma população-alvo mais ampla e acrescentar sustentação externa.	pp. 17, 36, 42	17, 36, 42	Page 17, note 1; page 36, note 2; Chapter 4, ‘Task Horizons in Real-World Usage’, page 42	evidence_pages/ROW-0090.pdf	Reescrever para: ‘O índice baseia-se em amostras aleatórias de conversas do Claude.ai Free, Pro e Max e de tráfego da API first-party da Anthropic; portanto, seus resultados descrevem uso do Claude. O relatório também alerta que usuários selecionam quais tarefas levam ao sistema.’ Para manter a expressão ‘viés de amostragem’ frente ao universo de usuários de IA generativa, explicitar a população-alvo e acrescentar uma fonte metodológica.	true	ADD_SOURCE
ISS-ROW-0090-02	ROW-0090	CLM-078	appel_anthropic_2026	CIT-016	WRONG_POPULATION	MINOR	O Anthropic Economic Index apresenta viés de amostragem por observar apenas usuários de modelos específicos.	A fonte informa que a unidade de observação é uma conversa no Claude.ai, não um usuário, e admite múltiplas conversas do mesmo usuário na amostra.	A formulação transforma conversas e registros de API em uma amostra de usuários. Isso descreve incorretamente a unidade observacional e encobre a possibilidade de repetição do mesmo usuário.	p. 36	36	Chapter 3, note 2, page 36	evidence_pages/ROW-0090.pdf	Substituir ‘observar apenas usuários de modelos específicos’ por ‘analisar conversas do Claude.ai e registros da API first-party da Anthropic’.	false	REWRITE_CLAIM
ISS-ROW-0091-01	ROW-0091	CLM-079	appel_anthropic_2026	CIT-016	GENERALIZATION_OVERCLAIM	MAJOR	A base do Anthropic Economic Index é americana.	O relatório usa O*NET/SOC na classificação ocupacional e BLS/ACS numa validação, mas também usa uma amostra global de conversas, define o AUI por país em relação ao uso global e apresenta análises tanto globais quanto dos estados dos EUA.	A frase transforma a presença de componentes norte-americanos em uma caracterização geográfica de toda a base. Isso omite que os dados centrais de uso e parte importante do índice têm cobertura internacional.	pp. 11–12, 24 e 28	11–12, 24, 28	Figure 1.4; seção ‘Persistent regional concentration’; Figure 2.1; Chapter 3, ‘Overview’	evidence_pages/ROW-0091.pdf	O Anthropic Economic Index combina dados globais de uso do Claude com classificações O*NET/SOC e, em algumas validações laborais, dados BLS/ACS dos EUA.	false	NARROW_CLAIM
ISS-ROW-0092-01	ROW-0092	CLM-080	appel_anthropic_2026	CIT-016	AUTHOR_INFERENCE_UNSUPPORTED	MINOR	O Anthropic Economic Index é utilizado apenas como índice de comparação nesta dissertação.	O relatório apresenta novas métricas de uso de IA baseadas em interações com Claude e descreve dimensões como autonomia e sucesso; ele não discute esta dissertação.	A expressão ‘apenas como índice de comparação nesta dissertação’ descreve uma decisão metodológica interna da dissertação. A fonte identifica e caracteriza o índice, mas não pode confirmar o papel que ele recebe no texto da dissertação.	capa não numerada e p. 2	1–2	Cover; Introduction, ‘How is AI reshaping the economy?’	evidence_pages/ROW-0092.pdf	O relatório de Appel et al. (2026) apresenta métricas de uso do Claude; por decisão metodológica desta dissertação, o Anthropic Economic Index é empregado apenas como referência comparativa.	false	REWRITE_CLAIM
ISS-ROW-0100-01	ROW-0100	CLM-088	gmyrek_generative_2025	CIT-017	PARTIAL_SCOPE	MAJOR	Aplicar o ILO Global Index ao Brasil exige um crosswalk com COD e CBO.	A fonte sustenta que o índice tem base na ISCO-08 e que existem mapeamentos de sistemas nacionais para esse padrão internacional.	A passagem não menciona o Brasil, a COD ou a CBO e não afirma que um crosswalk com as duas classificações seja condição necessária. Ela apenas descreve genericamente mapeamentos nacionais disponíveis e os contrasta com crosswalks originados em outros sistemas, como o O*NET.	p. 46	49	Conclusion, third paragraph (ISCO-08 as a common denominator and national-system mappings)	evidence_pages/ROW-0100.pdf	Como o índice é expresso na ISCO-08, sua aplicação a microdados brasileiros requer compatibilizar com a ISCO-08 a classificação ocupacional efetivamente usada. Para nomear COD e CBO — e afirmar que ambas são necessárias —, inclua documentação brasileira específica do sistema de classificação e do crosswalk empregado.	true	ADD_SOURCE
ISS-ROW-0101-01	ROW-0101	CLM-089	gmyrek_generative_2025	CIT-017	AUTHOR_INFERENCE_UNSUPPORTED	MINOR	O ILO Global Index é o índice principal desta dissertação.	A fonte apresenta um novo índice global de exposição à IA, baseado na ISCO-08, e destaca seu denominador global comum e seu caráter comparável.	A passagem sustenta a existência e as propriedades do índice, mas não pode confirmar a hierarquia interna de outra obra. A expressão “índice principal desta dissertação” registra uma escolha da autora da dissertação, e não uma conclusão explicitada por Gmyrek et al. (2025).	p. 46	49	Conclusion, p. 46, paragraphs 1–3	evidence_pages/ROW-0101.pdf	Reformular como decisão metodológica da dissertação, sem atribuí-la à fonte: “Nesta dissertação, adota-se o ILO Global Index como índice principal. Gmyrek et al. (2025) descrevem o índice como baseado na ISCO-08 e destacam seu denominador global comum e seu caráter comparável.”	false	REWRITE_CLAIM
ISS-ROW-0102-01	ROW-0102	CLM-090	gmyrek_generative_2025	CIT-018	GENERALIZATION_OVERCLAIM	MAJOR	A dissertação adota o ILO Global Index como medida principal de exposição ocupacional à inteligência artificial.	A fonte sustenta que o ILO Global Index atualizado mede exposição ocupacional especificamente à IA generativa e apresenta escores de exposição a GenAI.	A afirmação generaliza o construto de IA generativa para inteligência artificial em sentido amplo. O relatório declara explicitamente que isola os efeitos de GenAI de aplicações mais amplas de IA; sem a qualificação 'generativa', a variável principal é descrita com escopo tecnológico excessivo.	pp. 1, 10	4, 13	Abstract; Introduction, paragraph defining technological scope	evidence_pages/ROW-0102.pdf	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à inteligência artificial generativa (GenAI).	false	NARROW_CLAIM
ISS-ROW-0103-01	ROW-0103	CLM-091	gmyrek_generative_2025	CIT-018	GENERALIZATION_OVERCLAIM	MAJOR	A escolha do ILO Global Index apoia-se em sua compatibilidade com as classificações ocupacionais brasileiras.	A fonte sustenta que a estrutura ISCO-08 é um denominador global comum e que existem mapeamentos de sistemas nacionais para esse padrão internacional.	A dissertação transforma uma característica geral do índice em compatibilidade especificamente brasileira, mas a fonte não menciona a CBO, não identifica qualquer classificação brasileira e não demonstra um mapeamento para o Brasil.	p. 46	49	Conclusion, third paragraph	evidence_pages/ROW-0103.pdf	Acrescente uma fonte brasileira que documente o mapeamento da CBO ou da classificação usada na base empírica para a ISCO-08; alternativamente, restrinja a justificativa à compatibilidade genérica do índice com sistemas nacionais.	true	ADD_SOURCE
ISS-ROW-0105-01	ROW-0105	CLM-093	gmyrek_generative_2025	CIT-019	PARTIAL_SCOPE	MAJOR	A base analítica combina os microdados da PNAD Contínua do terceiro trimestre de 2025 com o ILO Global Index.	A fonte apresenta o índice global refinado de exposição à GenAI e explica que ele oferece uma ligação genérica a pesquisas nacionais de força de trabalho compatíveis com a ISCO-08.	A fonte não identifica a PNAD Contínua, o IBGE ou o 3º trimestre de 2025 e não comprova que a base da dissertação combinou esses microdados com o índice. Publicado em maio de 2025, o working paper antecede o trimestre referido e sustenta somente o componente relativo ao ILO Global Index e à possibilidade genérica de ligação com pesquisas nacionais.	pp. 37, 46	40, 49	Section 8, “Adjusted Global Index of GenAI Exposure”; Conclusion	evidence_pages/ROW-0105.pdf	Separar a procedência dos dois insumos: “A base analítica combina os microdados da PNAD Contínua do 3º trimestre de 2025, produzidos pelo IBGE (inserir referência primária do IBGE), ao índice global refinado de exposição ocupacional à IA generativa de Gmyrek et al. (2025).”	true	ADD_SOURCE
ISS-ROW-0106-01	ROW-0106	CLM-094	gmyrek_generative_2025	CIT-020	PARTIAL_SCOPE	MAJOR	A fonte declarada para a base é a combinação da PNAD Contínua do terceiro trimestre de 2025 com o ILO Working Paper 140.	A fonte confirma que é o ILO Working Paper 140, apresenta um índice refinado de exposição ocupacional e afirma que esse índice pode ser ligado a microdados nacionais.	A fonte não menciona PNAD Contínua, IBGE, 3T/2025 nem documenta a combinação específica usada na dissertação. Assim, ela sustenta somente o componente ILO do enunciado e a possibilidade genérica de ligação a microdados nacionais.	capa; pp. 1, 9	1, 4, 12	Cover; Abstract; Introduction	evidence_pages/ROW-0106.pdf	Separar os papéis das fontes e acrescentar a referência oficial do IBGE: “A base analítica combina os microdados da PNAD Contínua do 3º trimestre de 2025 (IBGE, referência oficial) com os escores de exposição ocupacional do ILO Working Paper 140 (Gmyrek et al., 2025).” Documentar também o procedimento de correspondência ocupacional.	true	ADD_SOURCE
ISS-ROW-0109-01	ROW-0109	CLM-097	brynjolfsson_canaries_2025	CIT-023	PDF_VERSION_MISMATCH	MAJOR	Brynjolfsson, Chandar e Chen (2025) documentam, nos Estados Unidos, efeitos diferenciados após o lançamento do ChatGPT para a coorte jovem mais exposta.	O conteúdo do PDF armazenado sustenta a afirmação substantiva: ele documenta diferenças de emprego para trabalhadores de 22–25 anos nas ocupações mais expostas à IA, com o padrão mais agudo a partir do fim de 2022.	A entrada BibLaTeX congelada identifica um Working Paper datado de 13 de novembro de 2025, mas a folha de rosto do PDF armazenado informa 26 de agosto de 2025. Portanto, o anexo é uma versão anterior à versão bibliográfica registrada, ainda que o título e os autores coincidam.	p. 1	1	Title page, version date	evidence_pages/ROW-0109.pdf	Não é necessária mudança substantiva na frase por causa dessa divergência; deve-se substituir o anexo pela versão de 13 de novembro de 2025 ou, se a versão de 26 de agosto for deliberada, corrigir a data da entrada BibLaTeX.	false	REPLACE_SOURCE
ISS-ROW-0110-01	ROW-0110	CLM-098	brynjolfsson_canaries_2025	CIT-024	MISATTRIBUTED_METHOD	MAJOR	Brynjolfsson, Chandar e Chen (2025) são a principal referência para a abordagem de diferenças em diferenças e estudo de eventos aplicada à difusão da IA.	A fonte aplica uma regressão Poisson de estudo de eventos para comparar mudanças no emprego entre quintis de exposição à IA ao longo do tempo, com efeitos firma-quintil e firma-tempo.	O artigo explicita apenas o estudo de eventos; não denomina sua própria especificação de diferenças em diferenças e não pode atestar seu status de principal referência da dissertação. Assim, a atribuição conjunta dos dois rótulos metodológicos é apenas parcialmente sustentada.	pp. 15, 19–20	15, 19–20	Section 4.4 (Fact 4), Equation 4.1; Figure 9	evidence_pages/ROW-0110.pdf	Para a estratégia empírica, a principal referência aplicada foi a regressão Poisson de estudo de eventos de Brynjolfsson, Chandar e Chen (2025), que compara a evolução do emprego entre quintis de exposição à IA com efeitos firma-quintil e firma-tempo. Se o texto mantiver diferenças em diferenças, acrescente uma referência metodológica específica e esclareça que esse é o enquadramento adotado pela dissertação.	true	REWRITE_CLAIM
ISS-ROW-0110-02	ROW-0110	CLM-098	brynjolfsson_canaries_2025	CIT-024	PDF_VERSION_MISMATCH	MINOR	Brynjolfsson, Chandar e Chen (2025) são a principal referência para a abordagem de diferenças em diferenças e estudo de eventos aplicada à difusão da IA.	A página-título identifica o mesmo trabalho e os mesmos autores, mas data o manuscrito em 26 de agosto de 2025.	O registro BibLaTeX congelado data o working paper em 13 de novembro de 2025, enquanto o PDF armazenado traz 26 de agosto de 2025. A identidade do trabalho coincide, mas a versão anexada não corresponde à data bibliográfica registrada.	p. 1	1	Title page	evidence_pages/ROW-0110.pdf	Substitua o anexo pela versão correspondente a 13 de novembro de 2025; se essa versão não puder ser confirmada, ajuste a data bibliográfica para 26 de agosto de 2025 e preserve a paginação desta versão.	false	REPLACE_SOURCE
ISS-ROW-0111-01	ROW-0111	CLM-099	brynjolfsson_canaries_2025	CIT-024	PDF_VERSION_MISMATCH	MINOR	O estudo acompanha o mercado de trabalho dos Estados Unidos usando registros de folha de pagamento da ADP.	O PDF armazenado sustenta integralmente que o estudo usa dados de folha da ADP para acompanhar mudanças no emprego nos Estados Unidos.	O título e os autores coincidem, mas a página de título do PDF armazenado está datada de 26/08/2025, enquanto o registro BibLaTeX congelado e a página oficial registram 13/11/2025. O anexo é, portanto, uma versão anterior do mesmo working paper; a divergência não altera o suporte substantivo desta afirmação.	p. 1	1	Title page; frozen BibLaTeX date field	evidence_pages/ROW-0111.pdf	Manter a afirmação e substituir o anexo pela versão correspondente ao registro de 13/11/2025; alternativamente, alinhar a data bibliográfica a 26/08/2025 caso a versão armazenada seja intencional.	false	REPLACE_SOURCE
ISS-ROW-0112-01	ROW-0112	CLM-100	brynjolfsson_canaries_2025	CIT-024	PDF_VERSION_MISMATCH	MAJOR	A ADP é apresentada como uma das maiores processadoras de folha de pagamento dos Estados Unidos.	O PDF armazenado afirma explicitamente que a ADP é a maior empresa de processamento de folha de pagamento dos Estados Unidos.	A referência congelada está datada de 13 de novembro de 2025, mas a folha de rosto do PDF armazenado traz 26 de agosto de 2025; portanto, o anexo corresponde a uma versão anterior, embora contenha apoio substantivo à afirmação.	pp. 1, 7	1, 7	Title page; Section 3.1, Payroll Data	evidence_pages/ROW-0112.pdf	Substituir o anexo pelo PDF correspondente à versão de 13 de novembro de 2025 e reconfirmar a paginação; a redação da afirmação pode ser mantida se a formulação persistir.	false	REPLACE_SOURCE
ISS-ROW-0113-01	ROW-0113	CLM-101	brynjolfsson_canaries_2025	CIT-024	PDF_VERSION_MISMATCH	MINOR	A ADP processa salários de mais de 25 milhões de trabalhadores.	O PDF armazenado sustenta o conteúdo substantivo da afirmação na página impressa 7.	O registro bibliográfico congelado está datado de 13 de novembro de 2025, mas a folha de rosto do PDF armazenado traz a data de 26 de agosto de 2025. Título e autores coincidem, porém o anexo corresponde a uma versão anterior à data registrada, de modo que sua paginação não deve ser atribuída automaticamente à versão bibliográfica de novembro.	p. 1	1	Title page, version date	evidence_pages/ROW-0113.pdf	Substituir o anexo pela versão de 13 de novembro de 2025 ou, se o PDF de agosto for a versão pretendida, alinhar a data bibliográfica e confirmar novamente a paginação.	false	REPLACE_SOURCE
