claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages	row_id	queue_status	claim_row_sha256	bibliography_entry_sha256	source_type	source_path	source_sha256	worker_prompt_path	worker_prompt_sha256
CLM-037	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O GENOE fornece ao modelo o nome, o conjunto de tarefas e as implicações sociais da ocupação.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística.			ROW-0049	COMPLETED	235c6bf926a606d72e66be3f7d0053d901b4897cc2f6e6d1d4497602f5fe2120	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	references/pdfs/benitez_mirror_2024.pdf	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	source_build/prompts/ROW-0049.md	dfebc1aca619141603651b7bbe42e0514779e7e07fe51f459462e453ac0d44ae
CLM-038	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	DIRECT	O uso do contexto completo da ocupação permite ao GENOE realizar uma avaliação mais holística.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística.			ROW-0050	COMPLETED	2de7a6fd33156b0abc75677c2e501ca7c3befa8a9bb60e3c14ff0b76691ff836	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	references/pdfs/benitez_mirror_2024.pdf	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	source_build/prompts/ROW-0050.md	01e4e429ddc80902b7d4405a508ad852a4772ae3ea0056824aa136fda2f10aca
CLM-039	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	AUTHOR_INFERENCE	A abordagem holística do GENOE permite capturar diferenças sociais e institucionais entre ocupações com tarefas informacionais semelhantes.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.			ROW-0051	COMPLETED	e840f523e11eb950479b3aec6463eb57f95e99ce149d08dbead9d10c30587d58	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	references/pdfs/benitez_mirror_2024.pdf	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	source_build/prompts/ROW-0051.md	857fdce85683d4c89faeb24846930575854099c43078395f2b310f38d05b85b7
CLM-040	CIT-011	2.3 Índices de exposição à IA na literatura	4	benitez_mirror_2024	Mirror, mirror on the wall: Which jobs will AI replace after all?: A new index of occupational exposure	AUTHOR_INFERENCE	No exemplo apresentado, o peso ético do papel do juiz reduz sua exposição à IA em comparação com a de um analista de crédito.	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.			ROW-0052	COMPLETED	4b992056b1e3de28349bd47e267c2d348e77227481ed4f4c93da08ebce7c49a1	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	PDF	references/pdfs/benitez_mirror_2024.pdf	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	source_build/prompts/ROW-0052.md	07439fa7d188a2b2dc907a8cb41b00110ab485b44bef8abd177c23fb09f80444
CLM-041	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	DIRECT	O Anthropic Economic Index utiliza dados reais de uso dos modelos da Anthropic.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.			ROW-0053	COMPLETED	708076a10a180a9190ed2ed3a3ca2089cd81c07f39c52fd1370556a67eed512b	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	PDF	references/pdfs/appel_anthropic_2026.pdf	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	source_build/prompts/ROW-0053.md	f435763d2abd6772f26639ce09b11f2ad24e743eac13c33a75f02e36f133f7e4
CLM-042	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	O Anthropic Economic Index substitui uma classificação binária por dimensões econômicas.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.			ROW-0054	COMPLETED	3fb56a9675b0c5109f7fca0e1de98f777de01185828aa16015cdb49b3db64da8	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	PDF	references/pdfs/appel_anthropic_2026.pdf	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	source_build/prompts/ROW-0054.md	2ccafc93c9c9699f53ffe5d1b8141ae747280748f240db7b3675957a331c0bad
CLM-043	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	No Anthropic Economic Index, autonomia mede o grau em que o usuário delega a decisão ao modelo.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.			ROW-0055	COMPLETED	45907d60c9c689c83352f41ae0c5862c787125204f12a0ae224f8b98338635f4	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	PDF	references/pdfs/appel_anthropic_2026.pdf	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	source_build/prompts/ROW-0055.md	c6a9fb512060ccc65c08a81367cfc3b856611f2b896078666dc1ab1bd72c9368
CLM-044	CIT-012	2.3 Índices de exposição à IA na literatura	5	appel_anthropic_2026	Anthropic economic index report: Economic primitives	AUTHOR_INFERENCE	O Anthropic Economic Index incorpora a taxa de sucesso da tarefa como dimensão econômica.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.			ROW-0056	COMPLETED	39ad520e65515fabc828b112637c000606fb65d277fa7eccf5780030ec966f7f	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	PDF	references/pdfs/appel_anthropic_2026.pdf	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	source_build/prompts/ROW-0056.md	30140d4ead18b315b35222ab104343656044bb9f906b68195ce7cbe0c9005db3
CLM-045	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index foi desenvolvido pela Organização Internacional do Trabalho.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.			ROW-0057	COMPLETED	b62790ebc045adbb76c7d51d50912f332a5fb212c37aeffff35597a674a663fc	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0057.md	4a65b6efb16e1b749199f43ffdeeeef0cd62fe3786e8f91b87015f7305283611
CLM-046	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	O ILO Global Index é apresentado como o único índice estruturado na ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.			ROW-0058	COMPLETED	001c4c388a8ddf84c8a05eea621d780775308ace5b28a83b3209dd8a3cd662bb	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0058.md	7f5cc5625eb3f3f4a161d121e976238ab5cb557e62e3a1cf970b1c5f3a834691
CLM-047	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 é apresentada como a classificação ocupacional internacional da ONU.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.			ROW-0059	COMPLETED	6589644c07788b00e5e5ee7efc4d9b965d142e52431f78ab0c04974bdd385da6	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0059.md	684ab5b99dd140cf4f77d19759309014bd0bd579e11b2105de56df344b3bb3f0
CLM-048	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A ISCO-08 usada no ILO Global Index é complementada por uma taxonomia polonesa de seis dígitos.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos.			ROW-0060	COMPLETED	261c4b13f8e20fa237080b1d7ebfc6f995dd75b1aa392ed1ad9fcbfc95eb0a13	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0060.md	8913edb62b1765cd40cc91cbe0d786936cda7a8bf0872dae067074922eed86e8
CLM-049	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A classificação do ILO Global Index combina validação humana e modelos de linguagem em três camadas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.			ROW-0061	COMPLETED	6f91c7cb5ac6efc4e8d16125c3a3f64b6c5a7ef886a3acc99345e43a7d94b94d	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0061.md	57ecca27c263ce5f1c4cfc38a58b49a2e2298d773fbe9266333a05ca4edd3bbe
CLM-050	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, 1.640 trabalhadores avaliaram tarefas de sua própria área.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.			ROW-0062	COMPLETED	2665843abdbc538d7d87adaf13ef917ddaa14b3671014a7095dd28eeb64f0f77	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0062.md	a39d817e9693d66fb3277a535a1d38efa22ee8967e2ff8f2e54b41eee18e7cb0
CLM-051	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, um painel de especialistas revisou um subconjunto de tarefas para avaliar a viabilidade prática da automação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.			ROW-0063	COMPLETED	6e945dd1f824b126803944c43090c12899347f5f5409ef6d567736dab7f45071	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0063.md	a60ed08748afb36c2e11ccf6f66780579c6f40644c31796419c949d14c936f4f
CLM-052	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	No ILO Global Index, GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência.			ROW-0064	COMPLETED	629bed395ae7dca119d91991358b9e8e258a25a9a01f924643c218cac7b8639a	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0064.md	81bcc11fd7631745acbb3829c3ceaca93877bb67fbea05dda3653632bc40126c
CLM-053	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O gabarito validado por humanos foi usado para escalar a classificação a 3.265 tarefas da ISCO-08.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08.			ROW-0065	COMPLETED	e2cafc1c46a89f392e55a15f18625820e0422c0e648515f5783b47f22f46cc81	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0065.md	6949b9c1c529de7535e8f687640e4c8025688acb231de728583773ec41ca7908
CLM-054	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index incorpora a média das tarefas de cada ocupação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.			ROW-0066	COMPLETED	e30cd288abfdabe360d34c84c924fe949fee2cebf69093c560fafb9a2205efc0	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0066.md	2b2c11844839b109e361171ac96eadc8883f909f1ca6473a3794fbf374524306
CLM-055	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	O ILO Global Index incorpora o desvio padrão das tarefas como medida de variância.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.			ROW-0067	COMPLETED	2250a3cf900d8050636dbff9d61f0e3781df0d717f972fd23428239ebf8ccfa6	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0067.md	de7ebcf0f0c7d3973e64607992330b86ddd3a82d0536ad31848d2c28b81dcab0
CLM-056	CIT-013	2.3 Índices de exposição à IA na literatura	6	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A combinação de média e desvio padrão pretende distinguir profissões profundamente transformadas daquelas que tenderiam a ser preservadas ou extintas.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice não trabalha apenas com a média das tarefas de uma ocupação, mas incorpora também o desvio padrão como medida de variância, o que permite distinguir profissões que serão profundamente transformadas daquelas que tendem a ser preservadas ou extintas.			ROW-0068	COMPLETED	215cec18e06fc5e6cb63dffc63da567c66792ebeee821e55e0160e27c0a45231	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	PDF	references/pdfs/gmyrek_generative_2025.pdf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	source_build/prompts/ROW-0068.md	ced094a91b4420920111930af7c6f1d74d598e4a4f8b2903d42c6970a72d6d45
CLM-057	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure utiliza a taxonomia ocupacional americana O*NET/SOC.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0069	COMPLETED	5b73eb92f21215291e38d5e9cdd5a28000de706520f8c6d1739068f8431abb63	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0069.md	e2203c9d82f45a9a8c83e7906f3b404b37b33a572f518d6f180226e11028952b
CLM-058	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure usa um modelo de linguagem para avaliar tarefas individualmente.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0070	COMPLETED	8a968e1125fed520105d8c18c30115bcf14e4221020a46d507fab123b36f911e	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0070.md	4410abcc3262185aa95a6e93d2c3585af5e94e130b1bd997c747a3114bbd0499
CLM-059	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	A avaliação do GPT Exposure foi validada contra humanos.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0071	COMPLETED	8082b648a913a0aae7d763396d6c942e954d24bc86d7c419e225eeccd8a01bee	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0071.md	07c05fa4fe2499f4064fa9b7a62204f09a40cb2a6689cec5f35f3bb04c661a8d
CLM-060	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O GPT Exposure adota um critério categórico baseado em redução de 50% do tempo da tarefa.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0072	COMPLETED	009013a5cb6a44449f2bef781728058bd545d83e0b58c8b3ea5775a7c84c5ef2	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0072.md	c36e2fec4ee780d77411e667943578f756cf6030b10e92778cf65b7b15dfb4ee
CLM-061	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	O pioneirismo metodológico é apresentado como uma vantagem do GPT Exposure.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0073	COMPLETED	9a06160985cbce2ed77c2d0215499aac7783ece6a1d518165a3929daa641963f	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0073.md	a150bf753c414fd0df584082d721ae6df8d46bdd3b685270bde42f9de9960bc0
CLM-062	CIT-014	2.3 Índices de exposição à IA na literatura	6	eloundou_gpts_2023	GPTs are GPTs: An early look at the labor market impact potential of large language models	DIRECT	A validação humana inicial é apresentada como uma vantagem do GPT Exposure.	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Dados sintéticos, sem validação por profissionais. Taxonomia americana exige crosswalk adicional | Referência conceitual			ROW-0074	COMPLETED	ea4fca2721ab00e47b303e3acc546d9b866559bf4556b048aff116824f2fd19c	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	PDF	references/pdfs/eloundou_gpts_2023.pdf	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	source_build/prompts/ROW-0074.md	896c0f5e562ffec45e9c6d42645f5af3ac5c3dfefcffa110f85c1f3fade576a1
