occurrence_id	context_id	document_line	section	paragraph	citation_key	work	citation_text	citation_url	citation_start	citation_end	source_context
CIT-REV-027	CTX-REV-022	503	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson; Chandar; Chen, 2025, p. 12	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	579	770	Uma referência para a estratégia empírica é o estudo de [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/). Os autores usam registros mensais da ADP, que processa a folha de mais de 25 milhões de trabalhadores nos Estados Unidos. Em vez de estimar cada vínculo separadamente, eles agregam o emprego em células de firma, quintil de exposição e mês e aplicam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo ([Brynjolfsson; Chandar; Chen, 2025, p. 12](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/)). O principal resultado é uma queda relativa de 16% no emprego de trabalhadores de 22 a 25 anos nas ocupações mais expostas, enquanto os trabalhadores mais experientes nas mesmas ocupações permaneceram estáveis ou cresceram.
CIT-REV-028	CTX-REV-023	507	4.1 Abordagem de diferenças em diferenças	5	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	662	848	O desenho não capta a adoção direta de IA dentro das firmas, pois o CAGED não informa se uma empresa usa ChatGPT ou ferramentas semelhantes. O que se estima é se ocupações mais expostas passaram a apresentar evolução diferencial após a difusão da tecnologia. O choque temporal vem da difusão pública da IA, e a intensidade do tratamento vem da exposição ocupacional medida pela OIT. O evento escolhido nesta dissertação é o lançamento público do ChatGPT, em 30 de novembro de 2022, tratado como marco inicial da difusão dos LLMs (*Large Language Models*). Essa escolha dialoga com a literatura recente, mas não reproduz exatamente a datação de todos os estudos. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) observam que a OpenAI introduziu o ChatGPT em novembro de 2022 e estimam um estudo de evento cujo período de referência é outubro de 2022. [Humlum e Vestergaard (2026, p. 12, nota 8)](https://doi.org/10.3386/w33777) identificam cinco estudos de evento centrados em novembro de 2022.
CIT-REV-029	CTX-REV-023	507	4.1 Abordagem de diferenças em diferenças	5	humlum_still_2025	Still waters, rapid currents: Early labor market transformation under generative AI	Humlum e Vestergaard (2026, p. 12, nota 8)	https://doi.org/10.3386/w33777	988	1064	O desenho não capta a adoção direta de IA dentro das firmas, pois o CAGED não informa se uma empresa usa ChatGPT ou ferramentas semelhantes. O que se estima é se ocupações mais expostas passaram a apresentar evolução diferencial após a difusão da tecnologia. O choque temporal vem da difusão pública da IA, e a intensidade do tratamento vem da exposição ocupacional medida pela OIT. O evento escolhido nesta dissertação é o lançamento público do ChatGPT, em 30 de novembro de 2022, tratado como marco inicial da difusão dos LLMs (*Large Language Models*). Essa escolha dialoga com a literatura recente, mas não reproduz exatamente a datação de todos os estudos. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) observam que a OpenAI introduziu o ChatGPT em novembro de 2022 e estimam um estudo de evento cujo período de referência é outubro de 2022. [Humlum e Vestergaard (2026, p. 12, nota 8)](https://doi.org/10.3386/w33777) identificam cinco estudos de evento centrados em novembro de 2022.
CIT-REV-030	CTX-REV-024	508	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-Differences with Multiple Time Periods	Callaway; Sant'Anna, 2021	https://doi.org/10.1016/j.jeconom.2020.12.001	196	270	A literatura recente alerta que estimadores convencionais de diferenças em diferenças podem produzir comparações problemáticas quando a adoção é escalonada no tempo e os efeitos são heterogêneos ([Callaway; Sant'Anna, 2021](https://doi.org/10.1016/j.jeconom.2020.12.001); [de Chaisemartin; D'Haultfœuille, 2020](https://doi.org/10.1257/aer.20181169); [Sun; Abraham, 2021](https://doi.org/10.1016/j.jeconom.2020.09.006)). Esse problema específico não caracteriza o desenho usado aqui: todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.
CIT-REV-031	CTX-REV-024	508	4.1 Abordagem de diferenças em diferenças	6	de_chaisemartin_two-way_2020	Two-Way Fixed Effects Estimators with Heterogeneous Treatment Effects	de Chaisemartin; D'Haultfœuille, 2020	https://doi.org/10.1257/aer.20181169	272	349	A literatura recente alerta que estimadores convencionais de diferenças em diferenças podem produzir comparações problemáticas quando a adoção é escalonada no tempo e os efeitos são heterogêneos ([Callaway; Sant'Anna, 2021](https://doi.org/10.1016/j.jeconom.2020.12.001); [de Chaisemartin; D'Haultfœuille, 2020](https://doi.org/10.1257/aer.20181169); [Sun; Abraham, 2021](https://doi.org/10.1016/j.jeconom.2020.09.006)). Esse problema específico não caracteriza o desenho usado aqui: todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.
CIT-REV-032	CTX-REV-024	508	4.1 Abordagem de diferenças em diferenças	6	sun_estimating_2021	Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects	Sun; Abraham, 2021	https://doi.org/10.1016/j.jeconom.2020.09.006	351	418	A literatura recente alerta que estimadores convencionais de diferenças em diferenças podem produzir comparações problemáticas quando a adoção é escalonada no tempo e os efeitos são heterogêneos ([Callaway; Sant'Anna, 2021](https://doi.org/10.1016/j.jeconom.2020.12.001); [de Chaisemartin; D'Haultfœuille, 2020](https://doi.org/10.1257/aer.20181169); [Sun; Abraham, 2021](https://doi.org/10.1016/j.jeconom.2020.09.006)). Esse problema específico não caracteriza o desenho usado aqui: todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.
CIT-REV-033	CTX-REV-025	545	4.2 Construção do painel ocupação-mês com CAGED e correspondência CBO → OIT	6	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	Klein Teeselink (2025, p. 11)	https://doi.org/10.2139/ssrn.5516798	731	800	A janela de análise começa em janeiro de 2021 por duas razões. Primeiro, o Novo CAGED teve início em janeiro de 2020, não havendo dados diretamente comparáveis para períodos anteriores. Segundo, optei por excluir o ano de 2020 porque ele coincide com a fase mais aguda da pandemia de Covid-19, marcada por fortes alterações nas admissões, nos desligamentos e nos salários. A inclusão desse período poderia fazer com que os efeitos excepcionais da pandemia fossem confundidos com as tendências anteriores à difusão do ChatGPT. Assim, o painel compreende o período entre janeiro de 2021 e maio de 2026, preservando 23 meses anteriores ao evento e 42 posteriores. A janela é assimétrica, com mais tempo depois do evento do que antes. [Klein Teeselink (2025, p. 11)](https://doi.org/10.2139/ssrn.5516798), por exemplo, adota uma janela de 15 meses de pré-tratamento e 30 meses de pós-tratamento.
CIT-REV-034	CTX-REV-026	681	4.3 Especificação econométrica e desfechos	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	69	255	A especificação foi construída em etapas. Parti do desenho usado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), adaptei a comparação às características do CAGED e confrontei as escolhas de estimador, controles e inferência com a literatura metodológica. O objetivo foi escolher um modelo coerente com a pergunta e com os limites da base, e não procurar a especificação que produzisse o resultado mais favorável. As equações abaixo registram a versão adotada e permitem que essas decisões sejam avaliadas.
CIT-REV-035	CTX-REV-027	705	Especificação comum às duas alternativas	11	chen_logs_2024	Logs with Zeros? Some Problems and Solutions	Chen; Roth, 2024	https://doi.org/10.1093/qje/qjad054	240	295	O PPML é usado nas admissões e nos desligamentos porque essas contagens incluem zeros. Transformações do tipo $`\log(1+y)`$ alteram o estimando e podem ser arbitrariamente sensíveis à unidade de medida quando há efeito na margem extensiva ([Chen; Roth, 2024](https://doi.org/10.1093/qje/qjad054)). Separadamente, modelos log-lineares podem ser inconsistentes sob heterocedasticidade, o que motiva o uso de PPML ([Santos Silva; Tenreyro, 2006](https://doi.org/10.1162/rest.88.4.641)). O PPML trabalha diretamente com a contagem em nível e também é usado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/). A estimação linear com $`\log(1+y)`$ permanece apenas como resultado secundário.
CIT-REV-036	CTX-REV-027	705	Especificação comum às duas alternativas	11	santos_silva_log_2006	The Log of Gravity	Santos Silva; Tenreyro, 2006	https://doi.org/10.1162/rest.88.4.641	412	481	O PPML é usado nas admissões e nos desligamentos porque essas contagens incluem zeros. Transformações do tipo $`\log(1+y)`$ alteram o estimando e podem ser arbitrariamente sensíveis à unidade de medida quando há efeito na margem extensiva ([Chen; Roth, 2024](https://doi.org/10.1093/qje/qjad054)). Separadamente, modelos log-lineares podem ser inconsistentes sob heterocedasticidade, o que motiva o uso de PPML ([Santos Silva; Tenreyro, 2006](https://doi.org/10.1162/rest.88.4.641)). O PPML trabalha diretamente com a contagem em nível e também é usado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/). A estimação linear com $`\log(1+y)`$ permanece apenas como resultado secundário.
CIT-REV-037	CTX-REV-027	705	Especificação comum às duas alternativas	11	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	557	743	O PPML é usado nas admissões e nos desligamentos porque essas contagens incluem zeros. Transformações do tipo $`\log(1+y)`$ alteram o estimando e podem ser arbitrariamente sensíveis à unidade de medida quando há efeito na margem extensiva ([Chen; Roth, 2024](https://doi.org/10.1093/qje/qjad054)). Separadamente, modelos log-lineares podem ser inconsistentes sob heterocedasticidade, o que motiva o uso de PPML ([Santos Silva; Tenreyro, 2006](https://doi.org/10.1162/rest.88.4.641)). O PPML trabalha diretamente com a contagem em nível e também é usado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/). A estimação linear com $`\log(1+y)`$ permanece apenas como resultado secundário.
CIT-REV-038	CTX-REV-028	753	4.4 Heterogeneidades e estudos de caso	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	130	316	A literatura internacional sugere que os efeitos da IA generativa podem aparecer primeiro em trabalhadores no início da carreira. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) mostram que, nos Estados Unidos, a queda relativa de emprego em ocupações expostas é mais intensa entre trabalhadores de 22 a 25 anos. A interpretação é que trabalhadores jovens dependem mais de conhecimento codificado, adquirido na educação formal, enquanto trabalhadores mais experientes acumulam conhecimento tácito e específico da firma. Se a IA substitui parte desse conhecimento codificado, os jovens podem ser mais vulneráveis. Agrupei idade conforme aplicado na PNAD, para ajudar na interpretação e comparação dos resultados da seção 3, mas também adotei as faixas etárias inspiradas no artigo de referência: 22-25, 26-30, 31-34, 35-40, 41-49 e 50 anos ou mais. Para dialogar com essa hipótese, essas faixas ajudam a separar o início da carreira de estágios mais avançados da trajetória profissional.
CIT-REV-039	CTX-REV-029	755	4.4 Heterogeneidades e estudos de caso	3	benjamini_controlling_1995	Controlling the False Discovery Rate: A Practical and Powerful Approach to Multiple Testing	Benjamini e Hochberg (1995)	https://doi.org/10.1111/j.2517-6161.1995.tb02031.x	165	246	Esses exercícios envolvem um número grande de contrastes, e a 5% nominais alguns resultados significativos são esperados por acaso. Por isso adoto o procedimento de [Benjamini e Hochberg (1995)](https://doi.org/10.1111/j.2517-6161.1995.tb02031.x), que controla a taxa de falsas descobertas, aplicado sobre famílias declaradas **antes** da estimação:
CIT-REV-040	CTX-REV-030	783	4.5 Testes de robustez e diagnósticos	3	teutloff_winners_2025	Winners and losers of generative AI: Early Evidence of Shifts in Freelancer Demand	Teutloff *et al.* (2025, p. 12)	https://doi.org/10.1016/j.jebo.2024.106845	299	468	2. **Placebo temporal.** Um evento falso é datado em dezembro de 2021 e estimado apenas dentro do pré-período verdadeiro, descartando-se todo o período posterior ao ChatGPT. O procedimento — ainda que com data distinta, pois aquele estudo situa seu evento falso em 30 de maio de 2022 — é o mesmo de [Teutloff ](https://doi.org/10.1016/j.jebo.2024.106845)[*et al.*](https://doi.org/10.1016/j.jebo.2024.106845)[ (2025, p. 12)](https://doi.org/10.1016/j.jebo.2024.106845).
CIT-REV-041	CTX-REV-031	787	4.5 Testes de robustez e diagnósticos	7	rambachan_more_2023	A More Credible Approach to Parallel Trends	Rambachan e Roth (2023)	https://doi.org/10.1093/restud/rdad018	61	126	6. **Sensibilidade a tendências prévias.** O procedimento de [Rambachan e Roth (2023)](https://doi.org/10.1093/restud/rdad018) avalia quão diferentes as violações pós-tratamento das tendências paralelas podem ser das pré-tendências antes que uma conclusão causal deixe de ser sustentada. Assim, o diagnóstico não se resume a aprovar ou reprovar o teste de tendências paralelas.
CIT-REV-042	CTX-REV-032	927	5.1 Resultados médios nacionais	15	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	92	278	Esse quadro conversa bem com a fronteira recente da literatura empírica sobre IA e emprego. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram quedas relativas semelhantes fora da faixa de 22 a 25 anos. Seus diagnósticos de pré-tendências, porém, dependem da medida de exposição: com a taxonomia da Anthropic, não há divergência anterior; com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. Os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023. A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca ([Humlum e Vestergaard, 2026](https://doi.org/10.3386/w33777)) e ausência de diferenças sistemáticas na *Current Population Survey* ([Chandar, 2025](https://doi.org/10.2139/ssrn.5384519)) convivem com resultados negativos em subgrupos e firmas. Em relação às não adotantes após o primeiro trimestre de 2023, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior ([Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555)). No Reino Unido, [Klein Teeselink (2025)](https://doi.org/10.2139/ssrn.5516798) encontra reduções no emprego e nas novas vagas. O padrão, portanto, ainda não deve ser tratado como consolidado, e o exercício com a RAIS do Apêndice D não arbitra entre esses grupos de achados, porque seu diferencial de estoque é negativo, mas sua tendência prévia falha.
CIT-REV-043	CTX-REV-032	927	5.1 Resultados médios nacionais	15	humlum_still_2025	Still waters, rapid currents: Early labor market transformation under generative AI	Humlum e Vestergaard, 2026	https://doi.org/10.3386/w33777	800	860	Esse quadro conversa bem com a fronteira recente da literatura empírica sobre IA e emprego. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram quedas relativas semelhantes fora da faixa de 22 a 25 anos. Seus diagnósticos de pré-tendências, porém, dependem da medida de exposição: com a taxonomia da Anthropic, não há divergência anterior; com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. Os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023. A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca ([Humlum e Vestergaard, 2026](https://doi.org/10.3386/w33777)) e ausência de diferenças sistemáticas na *Current Population Survey* ([Chandar, 2025](https://doi.org/10.2139/ssrn.5384519)) convivem com resultados negativos em subgrupos e firmas. Em relação às não adotantes após o primeiro trimestre de 2023, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior ([Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555)). No Reino Unido, [Klein Teeselink (2025)](https://doi.org/10.2139/ssrn.5516798) encontra reduções no emprego e nas novas vagas. O padrão, portanto, ainda não deve ser tratado como consolidado, e o exercício com a RAIS do Apêndice D não arbitra entre esses grupos de achados, porque seu diferencial de estoque é negativo, mas sua tendência prévia falha.
CIT-REV-044	CTX-REV-032	927	5.1 Resultados médios nacionais	15	chandar_tracking_2025	Tracking employment changes in AI-exposed jobs	Chandar, 2025	https://doi.org/10.2139/ssrn.5384519	932	985	Esse quadro conversa bem com a fronteira recente da literatura empírica sobre IA e emprego. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram quedas relativas semelhantes fora da faixa de 22 a 25 anos. Seus diagnósticos de pré-tendências, porém, dependem da medida de exposição: com a taxonomia da Anthropic, não há divergência anterior; com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. Os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023. A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca ([Humlum e Vestergaard, 2026](https://doi.org/10.3386/w33777)) e ausência de diferenças sistemáticas na *Current Population Survey* ([Chandar, 2025](https://doi.org/10.2139/ssrn.5384519)) convivem com resultados negativos em subgrupos e firmas. Em relação às não adotantes após o primeiro trimestre de 2023, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior ([Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555)). No Reino Unido, [Klein Teeselink (2025)](https://doi.org/10.2139/ssrn.5516798) encontra reduções no emprego e nas novas vagas. O padrão, portanto, ainda não deve ser tratado como consolidado, e o exercício com a RAIS do Apêndice D não arbitra entre esses grupos de achados, porque seu diferencial de estoque é negativo, mas sua tendência prévia falha.
CIT-REV-045	CTX-REV-032	927	5.1 Resultados médios nacionais	15	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	Hosseini Maasoum; Lichtinger, 2026	https://doi.org/10.2139/ssrn.5425555	1277	1351	Esse quadro conversa bem com a fronteira recente da literatura empírica sobre IA e emprego. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram quedas relativas semelhantes fora da faixa de 22 a 25 anos. Seus diagnósticos de pré-tendências, porém, dependem da medida de exposição: com a taxonomia da Anthropic, não há divergência anterior; com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. Os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023. A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca ([Humlum e Vestergaard, 2026](https://doi.org/10.3386/w33777)) e ausência de diferenças sistemáticas na *Current Population Survey* ([Chandar, 2025](https://doi.org/10.2139/ssrn.5384519)) convivem com resultados negativos em subgrupos e firmas. Em relação às não adotantes após o primeiro trimestre de 2023, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior ([Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555)). No Reino Unido, [Klein Teeselink (2025)](https://doi.org/10.2139/ssrn.5516798) encontra reduções no emprego e nas novas vagas. O padrão, portanto, ainda não deve ser tratado como consolidado, e o exercício com a RAIS do Apêndice D não arbitra entre esses grupos de achados, porque seu diferencial de estoque é negativo, mas sua tendência prévia falha.
CIT-REV-046	CTX-REV-032	927	5.1 Resultados médios nacionais	15	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	Klein Teeselink (2025)	https://doi.org/10.2139/ssrn.5516798	1370	1432	Esse quadro conversa bem com a fronteira recente da literatura empírica sobre IA e emprego. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram quedas relativas semelhantes fora da faixa de 22 a 25 anos. Seus diagnósticos de pré-tendências, porém, dependem da medida de exposição: com a taxonomia da Anthropic, não há divergência anterior; com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. Os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023. A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca ([Humlum e Vestergaard, 2026](https://doi.org/10.3386/w33777)) e ausência de diferenças sistemáticas na *Current Population Survey* ([Chandar, 2025](https://doi.org/10.2139/ssrn.5384519)) convivem com resultados negativos em subgrupos e firmas. Em relação às não adotantes após o primeiro trimestre de 2023, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior ([Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555)). No Reino Unido, [Klein Teeselink (2025)](https://doi.org/10.2139/ssrn.5516798) encontra reduções no emprego e nas novas vagas. O padrão, portanto, ainda não deve ser tratado como consolidado, e o exercício com a RAIS do Apêndice D não arbitra entre esses grupos de achados, porque seu diferencial de estoque é negativo, mas sua tendência prévia falha.
CIT-REV-047	CTX-REV-033	1029	5.2.1 Resultados por sexo	10	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	48	234	A ausência de contrastes ajustados converge com [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), que também não encontram efeitos diferenciais por sexo nos Estados Unidos. Continua valendo a leitura da Subseção 3.5.1 e de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387) sobre a maior exposição ocupacional das mulheres, que é uma afirmação sobre exposição potencial, e não sobre ajuste realizado. O desenho não observa adoção de IA; as estimativas não revelam diferença entre os sexos no período observado, sem permitir concluir se houve ou não adoção ou impacto da IA.
CIT-REV-048	CTX-REV-033	1029	5.2.1 Resultados por sexo	10	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	Gmyrek *et al.* (2025)	https://doi.org/10.54394/HETP0387	361	494	A ausência de contrastes ajustados converge com [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), que também não encontram efeitos diferenciais por sexo nos Estados Unidos. Continua valendo a leitura da Subseção 3.5.1 e de [Gmyrek ](https://doi.org/10.54394/HETP0387)[*et al.*](https://doi.org/10.54394/HETP0387)[ (2025)](https://doi.org/10.54394/HETP0387) sobre a maior exposição ocupacional das mulheres, que é uma afirmação sobre exposição potencial, e não sobre ajuste realizado. O desenho não observa adoção de IA; as estimativas não revelam diferença entre os sexos no período observado, sem permitir concluir se houve ou não adoção ou impacto da IA.
CIT-REV-049	CTX-REV-034	1130	5.2.2 Resultados por raça/cor	13	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson; Chandar; Chen, 2025	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	533	717	Esse padrão qualifica a Subseção 3.5.2. Os trabalhadores brancos estão mais presentes em ocupações altamente expostas, enquanto os contrastes de fluxo mais negativos aparecem entre trabalhadores negros. Exposição e heterogeneidade estimada, portanto, apontam em direções diferentes, mas o desenho não permite chamar essa diferença de ajuste causado pelo ChatGPT. A comparação internacional permanece limitada, pois os principais estudos empíricos lidos para essa dissertação não apresentam estimativas causais desagregadas por raça ([Brynjolfsson; Chandar; Chen, 2025](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/); [Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555); [Klein Teeselink, 2025](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798)).
CIT-REV-050	CTX-REV-034	1130	5.2.2 Resultados por raça/cor	13	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	Hosseini Maasoum; Lichtinger, 2026	https://doi.org/10.2139/ssrn.5425555	719	793	Esse padrão qualifica a Subseção 3.5.2. Os trabalhadores brancos estão mais presentes em ocupações altamente expostas, enquanto os contrastes de fluxo mais negativos aparecem entre trabalhadores negros. Exposição e heterogeneidade estimada, portanto, apontam em direções diferentes, mas o desenho não permite chamar essa diferença de ajuste causado pelo ChatGPT. A comparação internacional permanece limitada, pois os principais estudos empíricos lidos para essa dissertação não apresentam estimativas causais desagregadas por raça ([Brynjolfsson; Chandar; Chen, 2025](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/); [Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555); [Klein Teeselink, 2025](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798)).
