change_id	priority	change_type	proposal_mode	section	paragraph	claim_ids	occurrence_ids	citation_keys	current_text_pt	proposed_text_pt	notion_anchor	primary_verdicts	issue_codes	issue_severity	pages	evidence_paths	official_urls	target_system	dependency	covered_row_ids	notion_old_str_sha256	expected_match_count	approval_status
CHG-027	P1	NEW_SOURCE_REQUIRED	PARAGRAPH_EDIT	3.1 Base analítica e amostra	4	CLM-CUR-095	CIT-CUR-021	gmyrek_generative_2025	PNADc 3T/2025 (IBGE) + ILO WP140 (Gmyrek et al., 2025)	Separar as atribuições: ‘A base combina os microdados da PNAD Contínua do terceiro trimestre de 2025 [citar a documentação específica do IBGE] com o índice refinado de exposição do ILO Working Paper 140 (Gmyrek et al., 2025).’ Se a formulação original for mantida, adicionar uma nova fonte verificada; nenhuma fonte foi inventada.	PNADc 3T/2025 (IBGE) + ILO WP140 (Gmyrek et al., 2025)	PARTIALLY_SUPPORTED	PARTIAL_SCOPE	MAJOR	1	evidence_pages/ROW-CUR-0105.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL	ROW-CUR-0105	5dc9c1dba2cfd0acbbebe1b841c077f69d338391fb21ed3280549837bc678761	1	PROPOSED
CHG-029	P1	NEW_SOURCE_REQUIRED	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	5	CLM-CUR-109	CIT-CUR-027	brynjolfsson_canaries_2025	O evento escolhido é o lançamento público do ChatGPT, em 30 de novembro de 2022, tratado como marco inicial da difusão dos LLMs. Essa escolha dialoga com a literatura recente e é o evento usado no estudo de referência de Brynjolfsson, Chandar e Chen (2025).	Brynjolfsson, Chandar e Chen (2025) observam que a OpenAI introduziu o ChatGPT em novembro de 2022 e estimam um estudo de evento cujo período de referência é outubro de 2022. Se a formulação original for mantida, adicionar uma nova fonte verificada; nenhuma fonte foi inventada.	O evento escolhido é o lançamento público do ChatGPT, em 30 de novembro de 2022, tratado como marco	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD;MISSING_EVIDENCE	MAJOR;MINOR	4, 12	evidence_pages/ROW-CUR-0119.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	AUTHOR_APPROVAL	ROW-CUR-0119	be959275b21c8779a77b7f33c142ca417a799c915c86f802c743f0f25398f137	1	PROPOSED
CHG-030	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Manter a afirmação com as fontes que a sustentam integralmente (callaway_difference_2021, de_chaisemartin_two-way_2020, sun_estimating_2021) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (goodman_bacon_difference_2021).	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	NOT_VERIFIABLE;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MINOR	capa sem numeração; 2;1, 4;unnumbered title page; 2;9-10	evidence_pages/ROW-CUR-0122.pdf;evidence_pages/ROW-CUR-0123.pdf;evidence_pages/ROW-CUR-0124.pdf;evidence_pages/ROW-CUR-0125.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0122	53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
CHG-031	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-113	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Manter a afirmação com as fontes que a sustentam integralmente (callaway_difference_2021, de_chaisemartin_two-way_2020, sun_estimating_2021) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (goodman_bacon_difference_2021).	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MINOR	capa sem numeração; 1-2;1-2;folha de rosto sem numeração; 2; 5; 9-10;1, 4, 8-10	evidence_pages/ROW-CUR-0126.pdf;evidence_pages/ROW-CUR-0127.pdf;evidence_pages/ROW-CUR-0128.pdf;evidence_pages/ROW-CUR-0129.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0126	53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
CHG-032	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-114	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Manter a afirmação com as fontes que a sustentam integralmente (callaway_difference_2021, de_chaisemartin_two-way_2020, sun_estimating_2021) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (goodman_bacon_difference_2021).	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MINOR	capa sem paginação; 1-2;1-2;folha de rosto sem numeração; 2;2, 4	evidence_pages/ROW-CUR-0130.pdf;evidence_pages/ROW-CUR-0131.pdf;evidence_pages/ROW-CUR-0132.pdf;evidence_pages/ROW-CUR-0133.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0130	53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
CHG-033	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-115	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Manter a afirmação com as fontes que a sustentam integralmente (de_chaisemartin_two-way_2020, sun_estimating_2021) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (callaway_difference_2021, goodman_bacon_difference_2021).	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	NOT_VERIFIABLE;PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MINOR	N/A (capa sem paginação impressa); 2;1, 11;5, 24;1-3	evidence_pages/ROW-CUR-0134.pdf;evidence_pages/ROW-CUR-0135.pdf;evidence_pages/ROW-CUR-0136.pdf;evidence_pages/ROW-CUR-0137.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0134;ROW-CUR-0135	53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
CHG-034	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-117	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Manter a afirmação com as fontes que a sustentam integralmente (callaway_difference_2021) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (de_chaisemartin_two-way_2020, goodman_bacon_difference_2021, sun_estimating_2021).	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	PARTIALLY_SUPPORTED;SUPPORTED	PARTIAL_SCOPE;PDF_VERSION_MISMATCH	MAJOR;MINOR;MINOR	capa sem numeração; 1-2; 19;2, 8-9, 25, 29, 32;unnumbered title page; 5; 7; 29-30;1-3	evidence_pages/ROW-CUR-0142.pdf;evidence_pages/ROW-CUR-0143.pdf;evidence_pages/ROW-CUR-0144.pdf;evidence_pages/ROW-CUR-0145.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0142;ROW-CUR-0144;ROW-CUR-0145	53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
CHG-035	P1	NEW_SOURCE_REQUIRED	PARAGRAPH_EDIT	4.2 Construção do painel ocupação-mês com CAGED e correspondência CBO → OIT	5	CLM-CUR-118	CIT-CUR-033	klein_teeselink_generative_2025	A janela de análise começa em janeiro de 2021 por duas razões. Primeiro, o Novo CAGED teve início em janeiro de 2020, não havendo dados diretamente comparáveis para períodos anteriores. Segundo, optei por excluir o ano de 2020 porque ele coincide com a fase mais aguda da pandemia de Covid-19, marcada por fortes alterações nas admissões, nos desligamentos e nos salários. A inclusão desse período poderia fazer com que os efeitos excepcionais da pandemia fossem confundidos com as tendências anteriores à difusão do ChatGPT. Assim, o painel compreende o período entre janeiro de 2021 e maio de 2026, preservando 23 meses anteriores ao evento e 42 posteriores. A janela é assimétrica, com mais tempo depois do evento do que antes, o que é prática corrente nesta literatura: Klein Teeselink (2025, p. 11) trabalha com 15 meses de pré e 30 de pós.	Reformular para: “Klein Teeselink (2025, p. 11) adota uma janela assimétrica, com 15 meses de pré-tratamento e 30 meses de pós-tratamento.” Se a intenção for sustentar que essa é prática corrente, adicionar evidência de revisão ou múltiplos estudos representativos. Se a formulação original for mantida, adicionar uma nova fonte verificada; nenhuma fonte foi inventada.	A janela de análise começa em janeiro de 2021 por duas razões. Primeiro, o Novo CAGED teve início	OVERSTATED	GENERALIZATION_OVERCLAIM	MAJOR	11	evidence_pages/ROW-CUR-0146.pdf	https://doi.org/10.2139/ssrn.5516798	NOTION	AUTHOR_APPROVAL	ROW-CUR-0146	be65a6447286175922c08eb4f8ec5b09784ded3415c957a3a79267ff3b10ee3f	1	PROPOSED
CHG-036	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.3 Especificação econométrica e desfechos	18	CLM-CUR-122	CIT-CUR-035;CIT-CUR-036	santos_silva_log_2006;chen_logs_2024	Transformações como log(1+y) mudam a interpretação e podem gerar problemas sob heterocedasticidade (Silva e Tenreyro, 2006; Chen e Roth, 2024).	Manter a afirmação com as fontes que a sustentam integralmente (chen_logs_2024) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (santos_silva_log_2006).	Transformações como log(1+y) mudam a interpretação e podem gerar problemas sob heterocedasticidade (Silva e Tenreyro, 2006; Chen e	PARTIALLY_SUPPORTED;SUPPORTED	PARTIAL_SCOPE;PDF_VERSION_MISMATCH	MINOR;MINOR;MAJOR	capa sem numeração; 2-3; 10;1-2, 6	evidence_pages/ROW-CUR-0150.pdf;evidence_pages/ROW-CUR-0151.pdf	https://doi.org/10.1162/rest.88.4.641;https://doi.org/10.1093/qje/qjad054	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0150	3231cdae02433c62a6469a3b84f566dba9b85894f466a6527ecb19ce55cd9732	1	PROPOSED
CHG-037	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	4.3 Especificação econométrica e desfechos	18	CLM-CUR-123	CIT-CUR-035;CIT-CUR-036	santos_silva_log_2006;chen_logs_2024	Transformações como log(1+y) mudam a interpretação e podem gerar problemas sob heterocedasticidade (Silva e Tenreyro, 2006; Chen e Roth, 2024).	Manter a afirmação com as fontes que a sustentam integralmente (santos_silva_log_2006) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (chen_logs_2024).	Transformações como log(1+y) mudam a interpretação e podem gerar problemas sob heterocedasticidade (Silva e Tenreyro, 2006; Chen e	PARTIALLY_SUPPORTED;SUPPORTED	PARTIAL_SCOPE;PDF_VERSION_MISMATCH	MAJOR;MAJOR;MINOR	28, 31;Main text pp. 1-2; Appendix pp. 7-8, 11	evidence_pages/ROW-CUR-0152.pdf;evidence_pages/ROW-CUR-0153.pdf	https://doi.org/10.1162/rest.88.4.641;https://doi.org/10.1093/qje/qjad054	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0153	3231cdae02433c62a6469a3b84f566dba9b85894f466a6527ecb19ce55cd9732	1	PROPOSED
CHG-039	P1	CLAIM_TEXT	PARAGRAPH_EDIT	5.1 Resultados médios nacionais	13	CLM-CUR-135	CIT-CUR-041	brynjolfsson_canaries_2025	Brynjolfsson, Chandar e Chen (2025), principal referência desta seção, não encontram diferenças significativas de emprego entre ocupações mais e menos expostas fora da faixa de 22 a 25 anos e, ao contrário do que ocorre aqui, não enfrentam o problema de tendências prévias: os autores testam explicitamente se a taxonomia de exposição previa resultados de emprego antes da difusão dos modelos de linguagem — inclusive durante o pico de desemprego da pandemia de Covid-19 — e relatam que não previa, o que os leva a datar os padrões observados no fim de 2022 e início de 2023.	Brynjolfsson, Chandar e Chen (2025) não encontram divergências prévias nas medidas de exposição da Anthropic, mas reconhecem que, na medida de Eloundou et al. (2024), o quintil mais exposto já apresentava crescimento de emprego mais lento desde cerca de 2020.	Brynjolfsson, Chandar e Chen (2025), principal referência desta seção, não encontram diferenças significativas de emprego entre ocupações mais	OVERSTATED	GENERALIZATION_OVERCLAIM	MAJOR	4, 14, 45-48	evidence_pages/ROW-CUR-0165.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	AUTHOR_APPROVAL	ROW-CUR-0165	80a0a22565b31994cef2a2309a86fda85da0c295d69049dba37a776902a1b6ff	1	PROPOSED
CHG-041	P1	CLAIM_TEXT	PARAGRAPH_EDIT	5.1 Resultados médios nacionais	13	CLM-CUR-142	CIT-CUR-044	hosseini_maasoum_generative_2025	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard, 2025) e ausência de diferenças sistemáticas na Current Population Survey (Chandar, 2025) convivem com resultados negativos em subgrupos e firmas, entre eles a desaceleração das contratações acompanhada de queda nos desligamentos em firmas adotantes (Hosseini Maasoum; Lichtinger, 2025) e as reduções de emprego e de novas vagas no Reino Unido (Klein Teeselink, 2025). O padrão, portanto, ainda não deve ser tratado como consolidado.	Reescrever como: 'Em relação às não adotantes, firmas adotantes reduziram as contratações de trabalhadores juniores após 2023T1.' Atualizar também a entrada bibliográfica para refletir a versão do PDF de 2026-06-06, ou substituir o arquivo pela versão de 2025 citada.	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard,	OVERSTATED	PDF_VERSION_MISMATCH;WRONG_POPULATION	MAJOR;MINOR	1, 40–41	evidence_pages/ROW-CUR-0172.pdf	https://doi.org/10.2139/ssrn.5425555	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0172	dd7aa9e7a363ce04859a3dd52de6c9351d9ab99d19cb832be50979fa728b712c	1	PROPOSED
CHG-042	P1	CLAIM_TEXT	PARAGRAPH_EDIT	5.1 Resultados médios nacionais	13	CLM-CUR-143	CIT-CUR-044	hosseini_maasoum_generative_2025	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard, 2025) e ausência de diferenças sistemáticas na Current Population Survey (Chandar, 2025) convivem com resultados negativos em subgrupos e firmas, entre eles a desaceleração das contratações acompanhada de queda nos desligamentos em firmas adotantes (Hosseini Maasoum; Lichtinger, 2025) e as reduções de emprego e de novas vagas no Reino Unido (Klein Teeselink, 2025). O padrão, portanto, ainda não deve ser tratado como consolidado.	Em relação às firmas não adotantes após 2023Q1, firmas adotantes reduziram as contratações de trabalhadores juniores e também seus desligamentos, embora a queda nas contratações tenha sido cerca de quatro vezes maior.	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard,	OVERSTATED	WRONG_POPULATION	MAJOR	40-41	evidence_pages/ROW-CUR-0173.pdf	https://doi.org/10.2139/ssrn.5425555	NOTION	AUTHOR_APPROVAL	ROW-CUR-0173	dd7aa9e7a363ce04859a3dd52de6c9351d9ab99d19cb832be50979fa728b712c	1	PROPOSED
CHG-043	P1	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	5.1 Resultados médios nacionais	13	CLM-CUR-147	CIT-CUR-042;CIT-CUR-043;CIT-CUR-044;CIT-CUR-045	humlum_still_2025;chandar_tracking_2025;hosseini_maasoum_generative_2025;klein_teeselink_generative_2025	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard, 2025) e ausência de diferenças sistemáticas na Current Population Survey (Chandar, 2025) convivem com resultados negativos em subgrupos e firmas, entre eles a desaceleração das contratações acompanhada de queda nos desligamentos em firmas adotantes (Hosseini Maasoum; Lichtinger, 2025) e as reduções de emprego e de novas vagas no Reino Unido (Klein Teeselink, 2025). O padrão, portanto, ainda não deve ser tratado como consolidado.	Manter a afirmação com as fontes que a sustentam integralmente (chandar_tracking_2025, humlum_still_2025, klein_teeselink_generative_2025) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (hosseini_maasoum_generative_2025).	A evidência posterior é mista: efeitos nulos e precisos sobre ganhos e horas na Dinamarca (Humlum e Vestergaard,	OVERSTATED;SUPPORTED	PDF_VERSION_MISMATCH;WRONG_POPULATION	MAJOR;MINOR	3;1, 6-7;40-42;4, 14, 20	evidence_pages/ROW-CUR-0180.pdf;evidence_pages/ROW-CUR-0181.pdf;evidence_pages/ROW-CUR-0182.pdf;evidence_pages/ROW-CUR-0183.pdf	https://doi.org/10.3386/w33777;https://doi.org/10.2139/ssrn.5384519;https://doi.org/10.2139/ssrn.5425555;https://doi.org/10.2139/ssrn.5516798	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0182	dd7aa9e7a363ce04859a3dd52de6c9351d9ab99d19cb832be50979fa728b712c	1	PROPOSED
CHG-003	P2	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	1 Introdução	2	CLM-CUR-008	CIT-CUR-003;CIT-CUR-004;CIT-CUR-005	brynjolfsson_canaries_2025;hosseini_maasoum_generative_2025;klein_teeselink_generative_2025	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	Manter a afirmação com as fontes que a sustentam integralmente (brynjolfsson_canaries_2025, hosseini_maasoum_generative_2025) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (klein_teeselink_generative_2025).	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos	PARTIALLY_SUPPORTED;SUPPORTED	PARTIAL_SCOPE	MAJOR	3–4;5-7;15, 20	evidence_pages/ROW-CUR-0010.pdf;evidence_pages/ROW-CUR-0011.pdf;evidence_pages/ROW-CUR-0012.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/;https://doi.org/10.2139/ssrn.5425555;https://doi.org/10.2139/ssrn.5516798	NOTION	AUTHOR_APPROVAL	ROW-CUR-0012	3c40c3d9fca09261932a3478f0bc23c9f24186cb393325c4725ba2a7994967cf	1	PROPOSED
CHG-004	P2	CITATION_MEMBERSHIP	PARAGRAPH_EDIT	1 Introdução	2	CLM-CUR-009	CIT-CUR-003;CIT-CUR-004;CIT-CUR-005	brynjolfsson_canaries_2025;hosseini_maasoum_generative_2025;klein_teeselink_generative_2025	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos e no Reino Unido convergindo para a conclusão de que o impacto da IA está se manifestando principalmente pela porta de entrada do mercado de trabalho, com posições de entrada e trabalhadores em início de carreira em ocupações expostas enfrentando menor oferta de trabalho, com o ajuste concentrado no emprego e não na remuneração (Brynjolfsson; Chandar; Chen, 2025; Hosseini Maasoum; Lichtinger, 2025; Klein Teeselink, 2025). Essa evidência, no entanto, foi produzida quase inteiramente em economias de alta renda.	Manter a afirmação com as fontes que a sustentam integralmente (brynjolfsson_canaries_2025, hosseini_maasoum_generative_2025) e remover ou reposicionar nesta chamada as fontes com suporte incompleto (klein_teeselink_generative_2025).	De outro, começou a se acumular evidência empírica sobre emprego e salários, com estudos recentes nos Estados Unidos	PARTIALLY_SUPPORTED;SUPPORTED	PARTIAL_SCOPE;PDF_VERSION_MISMATCH	MAJOR;MINOR	3;1, 33;15, 20, 27-28	evidence_pages/ROW-CUR-0013.pdf;evidence_pages/ROW-CUR-0014.pdf;evidence_pages/ROW-CUR-0015.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/;https://doi.org/10.2139/ssrn.5425555;https://doi.org/10.2139/ssrn.5516798	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0015	3c40c3d9fca09261932a3478f0bc23c9f24186cb393325c4725ba2a7994967cf	1	PROPOSED
CHG-013	P2	CLAIM_TEXT	PARAGRAPH_EDIT	2.3 Índices de exposição à IA na literatura	4	CLM-CUR-036	CIT-CUR-011	benitez_mirror_2024	O GENOE (Benítez; Parrado, 2024), do Banco Interamericano de Desenvolvimento, também se apoia na O*NET, mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto completo da ocupação (nome, conjunto de tarefas e implicações sociais), permitindo uma avaliação mais holística. É essa abordagem que captura, por exemplo, a diferença entre um juiz e um analista de crédito, ambos analisam grandes volumes de informação, mas o peso ético do papel do juiz reduz sua exposição.	O GENOE fornece ao modelo o nome da ocupação e seu vetor de tarefas, permitindo que o LLM considere implicitamente o contexto ético e social da ocupação.	mas alterou o prompt fornecido ao modelo: em vez de avaliar tarefas isoladas, oferece ao LLM o contexto	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD	MAJOR	3, 14–15	evidence_pages/ROW-CUR-0046.pdf	https://doi.org/10.18235/0013125	NOTION	AUTHOR_APPROVAL	ROW-CUR-0046	48e847f1753c9ed154ce8541d7b86eb0a83c3e1139b7870ef6c8e051551e0ef9	1	PROPOSED
CHG-017	P2	CLAIM_TEXT	PARAGRAPH_EDIT	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-047	CIT-CUR-013	gmyrek_generative_2025	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	O ILO Global Index é estruturado na ISCO-08. O estudo também gera e compara previsões para a classificação ocupacional polonesa de seis dígitos, cuja análise detalhada é deixada para um estudo separado.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD	MAJOR	36-37	evidence_pages/ROW-CUR-0057.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL	ROW-CUR-0057	271d606054db43f10a8bde4140993693f05c4457be934e35913416f564f2425e	1	PROPOSED
