row_id	claim_id	citation_key	occurrence_id	section	claim_type	status	batch
R0215	CLM-174	brynjolfsson_canaries_2025	CIT-052	5.2.3 Efeitos por faixa etária	AUTHOR_INFERENCE	PENDING	MAIN
R0216	CLM-175	klein_teeselink_generative_2025	CIT-053	5.2.4 Efeitos por nível de escolaridade	DIRECT	PENDING	MAIN
R0217	CLM-176	klein_teeselink_generative_2025	CIT-053	5.2.4 Efeitos por nível de escolaridade	AUTHOR_INFERENCE	PENDING	MAIN
R0218	CLM-177	brynjolfsson_canaries_2025	CIT-054	5.2.4 Efeitos por nível de escolaridade	DIRECT	PENDING	MAIN
R0219	CLM-178	hosseini_maasoum_generative_2025	CIT-055	5.2.4 Efeitos por nível de escolaridade	DIRECT	PENDING	MAIN
R0220	CLM-179	klein_teeselink_generative_2025	CIT-056	5.2.5 Efeitos por faixa salarial ocupacional	DIRECT	PENDING	MAIN
R0221	CLM-180	klein_teeselink_generative_2025	CIT-056	5.2.5 Efeitos por faixa salarial ocupacional	DIRECT	PENDING	MAIN
R0222	CLM-181	klein_teeselink_generative_2025	CIT-056	5.2.5 Efeitos por faixa salarial ocupacional	AUTHOR_INFERENCE	PENDING	MAIN
R0223	CLM-182	brynjolfsson_canaries_2025	CIT-057	5.2.5 Efeitos por faixa salarial ocupacional	DIRECT	PENDING	MAIN
R0224	CLM-183	brynjolfsson_canaries_2025	CIT-058	5.3 Casos ocupacionais e trajetórias por idade	DIRECT	PENDING	MAIN
R0225	CLM-184	brynjolfsson_canaries_2025	CIT-058	5.3 Casos ocupacionais e trajetórias por idade	AUTHOR_INFERENCE	PENDING	MAIN
R0226	CLM-185	brynjolfsson_canaries_2025	CIT-058	5.3 Casos ocupacionais e trajetórias por idade	AUTHOR_INFERENCE	PENDING	MAIN
R0227	CLM-186	brynjolfsson_canaries_2025	CIT-058	5.3 Casos ocupacionais e trajetórias por idade	AUTHOR_INFERENCE	PENDING	MAIN
